"","test_data.respon","predRF","predNB","predSVM","predC50"
"5699",1,"1","1",1,"1"
"5700",3,"3","5",5,"3"
"5701",4,"4","4",5,"4"
"5702",1,"1","1",1,"1"
"5703",1,"1","1",3,"1"
"5704",2,"2","1",5,"2"
"5705",2,"2","1",3,"2"
"5706",1,"1","1",3,"1"
"5707",3,"3","5",5,"3"
"5708",1,"1","1",5,"1"
"5709",1,"1","1",5,"1"
"5710",1,"1","1",5,"1"
"5711",1,"1","1",3,"1"
"5712",5,"5","5",5,"5"
"5713",3,"3","5",5,"3"
"5714",4,"4","1",5,"4"
"5715",2,"2","1",5,"2"
"5716",4,"4","1",4,"4"
"5717",5,"5","5",5,"5"
"5718",1,"1","5",5,"1"
"5719",1,"1","1",3,"1"
"5720",2,"2","1",3,"2"
"5721",5,"5","5",5,"5"
"5722",1,"1","5",5,"1"
"5723",5,"5","5",5,"5"
"5724",2,"2","5",5,"2"
"5725",1,"1","2",1,"1"
"5726",2,"2","2",1,"2"
"5727",5,"5","5",5,"5"
"5728",4,"4","5",5,"4"
"5729",4,"4","1",5,"4"
"5730",1,"1","1",1,"1"
"5731",4,"4","2",5,"4"
"5732",1,"1","5",5,"1"
"5733",4,"4","2",4,"4"
"5734",5,"5","1",4,"5"
"5735",2,"2","4",5,"2"
"5736",3,"3","2",3,"3"
"5737",5,"5","5",5,"5"
"5738",5,"5","5",5,"5"
"5739",1,"1","4",1,"1"
"5740",5,"5","5",5,"5"
"5741",5,"5","1",5,"5"
"5742",2,"2","1",5,"2"
"5743",3,"3","5",5,"3"
"5744",1,"1","1",5,"1"
"5745",1,"1","1",3,"1"
"5746",3,"3","1",5,"3"
"5747",5,"5","5",5,"5"
"5748",2,"2","5",5,"2"
"5749",4,"4","2",5,"4"
"5750",1,"1","4",5,"1"
"5751",4,"4","2",4,"5"
"5752",4,"4","5",5,"4"
"5753",4,"4","3",3,"4"
"5754",4,"4","4",5,"4"
"5755",4,"4","1",5,"4"
"5756",4,"4","5",5,"4"
"5757",4,"4","5",5,"4"
"5758",2,"2","5",5,"2"
"5759",1,"1","3",5,"1"
"5760",4,"4","5",5,"4"
"5761",2,"2","1",3,"2"
"5762",1,"1","2",1,"1"
"5763",3,"3","3",3,"3"
"5764",2,"2","2",5,"2"
"5765",4,"4","1",4,"4"
"5766",3,"3","1",2,"3"
"5767",3,"3","5",5,"3"
"5768",5,"5","5",5,"5"
"5769",5,"5","5",5,"5"
"5770",5,"5","4",5,"5"
"5771",5,"5","5",5,"5"
"5772",3,"3","5",5,"3"
"5773",2,"2","4",5,"2"
"5774",1,"1","1",5,"1"
"5775",5,"5","3",5,"5"
"5776",1,"1","1",1,"1"
"5777",5,"5","5",5,"5"
"5778",5,"5","5",5,"5"
"5779",3,"3","2",1,"3"
"5780",3,"3","1",5,"3"
"5781",4,"4","5",5,"4"
"5782",5,"5","5",5,"5"
"5783",5,"5","5",5,"5"
"5784",1,"1","1",3,"1"
"5785",3,"3","5",5,"3"
"5786",2,"2","1",1,"2"
"5787",3,"3","5",5,"3"
"5788",2,"2","4",5,"2"
"5789",4,"4","4",5,"4"
"5790",4,"4","1",5,"4"
"5791",3,"3","5",5,"3"
"5792",1,"1","1",5,"1"
"5793",5,"5","5",5,"5"
"5794",2,"2","1",5,"2"
"5795",2,"2","1",5,"2"
"5796",2,"2","2",1,"2"
"5797",5,"5","5",5,"5"
"5798",5,"5","5",5,"5"
"5799",4,"4","1",4,"4"
"5800",2,"2","1",1,"2"
"5801",5,"5","5",5,"5"
"5802",1,"1","1",5,"1"
"5803",1,"1","1",3,"1"
"5804",3,"3","3",1,"3"
"5805",5,"5","5",5,"5"
"5806",2,"2","1",5,"2"
"5807",3,"3","5",5,"3"
"5808",3,"3","3",5,"3"
"5809",3,"3","4",3,"3"
"5810",5,"5","5",5,"5"
"5811",2,"2","1",5,"2"
"5812",4,"4","4",5,"4"
"5813",3,"3","5",5,"3"
"5814",2,"2","3",5,"2"
"5815",4,"4","1",5,"4"
"5816",3,"3","1",5,"3"
"5817",5,"5","5",5,"5"
"5818",4,"4","5",5,"4"
"5819",2,"2","1",3,"2"
"5820",4,"4","5",5,"4"
"5821",1,"1","2",1,"1"
"5822",2,"2","1",3,"2"
"5823",3,"3","2",3,"3"
"5824",4,"4","5",5,"4"
"5825",5,"5","2",4,"2"
"5826",5,"5","1",5,"5"
"5827",2,"2","1",5,"2"
"5828",3,"3","5",5,"3"
"5829",4,"4","1",5,"4"
"5830",5,"5","5",5,"5"
"5831",5,"5","5",5,"5"
"5832",4,"4","1",5,"4"
"5833",2,"2","1",3,"2"
"5834",3,"3","5",5,"3"
"5835",5,"5","5",5,"5"
"5836",5,"5","5",5,"5"
"5837",3,"3","5",5,"3"
"5838",3,"3","5",5,"3"
"5839",5,"5","5",5,"5"
"5840",4,"4","4",5,"4"
"5841",4,"4","1",5,"1"
"5842",3,"3","1",5,"3"
"5843",3,"3","5",5,"3"
"5844",4,"4","5",5,"4"
"5845",3,"3","1",2,"3"
"5846",4,"4","4",5,"4"
"5847",5,"5","5",5,"5"
"5848",5,"5","2",1,"5"
"5849",4,"4","2",5,"4"
"5850",5,"5","5",5,"5"
"5851",1,"1","1",1,"1"
"5852",3,"3","5",5,"3"
"5853",1,"1","1",1,"1"
"5854",1,"1","1",3,"1"
"5855",1,"1","1",1,"1"
"5856",2,"2","2",1,"2"
"5857",2,"2","5",5,"2"
"5858",2,"2","1",5,"2"
"5859",3,"3","2",5,"3"
"5860",4,"4","5",5,"4"
"5861",4,"4","1",5,"4"
"5862",4,"4","5",5,"4"
"5863",1,"1","1",5,"1"
"5864",5,"5","5",5,"5"
"5865",3,"3","3",3,"3"
"5866",2,"2","4",3,"2"
"5867",3,"3","5",5,"3"
"5868",1,"1","1",5,"1"
"5869",2,"2","1",2,"2"
"5870",3,"3","2",5,"3"
"5871",4,"4","1",5,"4"
"5872",5,"5","5",5,"5"
"5873",2,"2","4",5,"2"
"5874",1,"1","1",5,"1"
"5875",1,"1","3",3,"1"
"5876",2,"2","2",2,"2"
"5877",4,"4","5",5,"4"
"5878",5,"5","5",5,"5"
"5879",1,"1","5",5,"1"
"5880",4,"4","1",5,"4"
"5881",3,"3","1",5,"3"
"5882",5,"5","5",5,"5"
"5883",4,"4","3",5,"4"
"5884",4,"4","4",5,"4"
"5885",5,"5","5",5,"5"
"5886",1,"1","2",1,"1"
"5887",5,"5","5",5,"5"
"5888",4,"4","2",4,"4"
"5889",5,"5","5",5,"5"
"5890",1,"1","1",5,"1"
"5891",5,"5","4",5,"5"
"5892",3,"3","1",5,"3"
"5893",5,"5","1",3,"3"
"5894",1,"1","5",5,"1"
"5895",4,"4","1",5,"4"
"5896",3,"3","2",5,"3"
"5897",1,"1","1",5,"1"
"5898",1,"1","4",3,"1"
"5899",5,"5","5",5,"5"
"5900",4,"4","1",5,"4"
"5901",4,"4","5",5,"4"
"5902",4,"4","4",5,"4"
"5903",1,"1","1",3,"1"
"5904",2,"2","1",5,"2"
"5905",1,"1","1",5,"1"
"5906",5,"5","5",5,"5"
"5907",2,"2","2",2,"2"
"5908",3,"3","4",1,"3"
"5909",3,"3","1",5,"3"
"5910",4,"4","4",5,"4"
"5911",1,"1","1",5,"1"
"5912",3,"3","1",5,"3"
"5913",5,"5","5",5,"5"
"5914",1,"1","1",5,"1"
"5915",2,"2","1",5,"2"
"5916",1,"1","1",3,"1"
"5917",4,"4","5",5,"4"
"5918",3,"3","3",2,"3"
"5919",3,"3","5",5,"3"
"5920",1,"1","1",1,"1"
"5921",5,"5","5",5,"5"
"5922",2,"2","4",5,"2"
"5923",1,"1","1",5,"1"
"5924",4,"4","5",5,"4"
"5925",4,"4","2",5,"4"
"5926",2,"2","4",3,"2"
"5927",4,"4","1",5,"4"
"5928",2,"2","5",5,"2"
"5929",3,"3","5",5,"3"
"5930",1,"1","1",3,"1"
"5931",4,"4","5",5,"4"
"5932",2,"2","1",5,"2"
"5933",3,"3","4",1,"3"
"5934",2,"2","1",3,"2"
"5935",5,"5","5",5,"3"
"5936",3,"3","5",5,"3"
"5937",3,"3","1",5,"3"
"5938",4,"4","1",5,"4"
"5939",5,"5","5",5,"5"
"5940",4,"4","3",5,"4"
"5941",4,"4","1",5,"4"
"5942",1,"1","1",1,"1"
"5943",3,"3","3",5,"3"
"5944",2,"2","2",5,"2"
"5945",1,"1","1",5,"1"
"5946",1,"1","1",1,"1"
"5947",1,"1","1",1,"1"
"5948",5,"5","5",5,"5"
"5949",4,"4","4",1,"4"
"5950",1,"1","5",5,"1"
"5951",4,"4","1",5,"4"
"5952",3,"3","3",1,"3"
"5953",5,"5","5",1,"5"
"5954",1,"1","1",3,"1"
"5955",1,"1","2",1,"1"
"5956",4,"4","5",5,"4"
"5957",2,"2","1",5,"2"
"5958",4,"4","5",5,"4"
"5959",2,"2","1",5,"2"
"5960",5,"5","5",5,"5"
"5961",5,"5","5",5,"2"
"5962",4,"4","5",5,"4"
"5963",4,"4","1",5,"4"
"5964",5,"4","2",3,"2"
"5965",5,"5","1",5,"5"
"5966",4,"4","5",5,"4"
"5967",2,"2","1",5,"2"
"5968",1,"1","1",3,"1"
"5969",1,"1","5",5,"1"
"5970",4,"4","2",2,"4"
"5971",5,"5","5",5,"5"
"5972",1,"1","1",5,"1"
"5973",2,"2","5",5,"2"
"5974",3,"3","5",5,"3"
"5975",1,"1","1",1,"1"
"5976",2,"2","1",5,"2"
"5977",5,"5","5",5,"5"
"5978",3,"3","1",2,"3"
"5979",5,"5","5",5,"5"
"5980",1,"1","2",1,"1"
"5981",2,"2","5",5,"2"
"5982",3,"3","1",3,"3"
"5983",3,"3","5",5,"3"
"5984",4,"4","3",1,"4"
"5985",2,"2","1",5,"2"
"5986",1,"1","4",3,"1"
"5987",1,"1","1",5,"1"
"5988",1,"1","1",5,"1"
"5989",3,"3","1",5,"3"
"5990",4,"4","5",5,"4"
"5991",2,"2","4",3,"2"
"5992",1,"1","1",3,"1"
"5993",2,"2","1",3,"2"
"5994",2,"2","2",3,"2"
"5995",2,"2","2",3,"2"
"5996",3,"3","1",5,"3"
"5997",2,"2","1",5,"2"
"5998",5,"5","5",5,"5"
"5999",1,"1","1",3,"1"
"6000",1,"1","4",5,"1"
"6001",2,"2","4",5,"2"
"6002",3,"3","1",5,"3"
"6003",1,"1","1",1,"1"
"6004",4,"4","1",4,"4"
"6005",5,"5","5",5,"5"
"6006",1,"1","2",1,"1"
"6007",3,"3","3",3,"3"
"6008",3,"3","5",5,"3"
"6009",1,"1","1",1,"1"
"6010",2,"2","1",3,"2"
"6011",1,"1","2",3,"1"
"6012",3,"3","1",1,"3"
"6013",5,"5","5",1,"5"
"6014",2,"2","1",3,"2"
"6015",4,"4","1",5,"4"
"6016",4,"4","5",5,"4"
"6017",1,"1","1",5,"1"
"6018",4,"4","2",5,"4"
"6019",1,"1","1",3,"1"
"6020",2,"2","3",3,"2"
"6021",2,"2","1",3,"2"
"6022",1,"1","1",5,"1"
"6023",3,"3","5",5,"3"
"6024",4,"4","3",5,"4"
"6025",4,"4","2",3,"4"
"6026",4,"4","1",5,"4"
"6027",1,"1","1",1,"1"
"6028",1,"1","1",3,"1"
"6029",2,"2","1",5,"2"
"6030",5,"5","5",5,"5"
"6031",5,"5","5",5,"5"
"6032",4,"4","4",5,"4"
"6033",2,"2","2",1,"2"
"6034",4,"4","1",5,"4"
"6035",1,"1","3",5,"1"
"6036",5,"5","5",5,"5"
"6037",4,"4","4",5,"4"
"6038",3,"3","1",5,"3"
"6039",3,"3","3",5,"3"
"6040",2,"2","1",5,"2"
"6041",5,"5","5",5,"5"
"6042",3,"3","1",3,"3"
"6043",3,"3","1",1,"3"
"6044",1,"1","1",5,"1"
"6045",3,"3","4",3,"3"
"6046",4,"4","2",5,"4"
"6047",5,"5","4",1,"5"
"6048",3,"3","1",5,"3"
"6049",1,"1","1",1,"1"
"6050",2,"2","3",3,"2"
"6051",3,"3","4",5,"3"
"6052",3,"3","5",5,"3"
"6053",2,"2","1",3,"2"
"6054",4,"4","5",5,"4"
"6055",5,"5","5",5,"5"
"6056",4,"4","4",5,"4"
"6057",1,"1","5",5,"1"
"6058",2,"2","1",5,"2"
"6059",5,"5","5",5,"5"
"6060",4,"4","5",5,"4"
"6061",3,"3","3",5,"3"
"6062",2,"2","1",3,"2"
"6063",5,"5","5",5,"5"
"6064",3,"3","1",1,"3"
"6065",2,"2","1",5,"2"
"6066",1,"1","1",5,"1"
"6067",1,"1","1",5,"1"
"6068",2,"2","2",3,"2"
"6069",4,"4","2",2,"4"
"6070",2,"2","1",5,"2"
"6071",1,"1","1",5,"1"
"6072",2,"2","4",1,"2"
"6073",4,"4","5",5,"4"
"6074",2,"2","2",2,"2"
"6075",1,"1","5",5,"1"
"6076",4,"4","4",5,"4"
"6077",4,"4","5",5,"4"
"6078",2,"2","5",5,"2"
"6079",1,"1","1",5,"1"
"6080",1,"1","2",5,"1"
"6081",3,"3","1",5,"3"
"6082",2,"2","1",5,"2"
"6083",3,"3","2",5,"3"
"6084",2,"2","1",3,"2"
"6085",2,"2","1",1,"2"
"6086",3,"3","1",1,"3"
"6087",1,"1","1",5,"1"
"6088",2,"2","2",3,"2"
"6089",4,"4","3",3,"4"
"6090",4,"4","4",5,"4"
"6091",3,"3","4",5,"3"
"6092",1,"1","1",3,"1"
"6093",1,"1","1",3,"1"
"6094",2,"2","1",3,"2"
"6095",4,"4","4",5,"4"
"6096",2,"2","2",5,"2"
"6097",1,"1","1",3,"1"
"6098",5,"5","5",5,"5"
"6099",2,"2","1",2,"2"
"6100",2,"2","5",5,"2"
"6101",2,"2","1",3,"2"
"6102",3,"3","4",5,"3"
"6103",1,"1","3",3,"1"
"6104",2,"2","2",3,"2"
"6105",2,"2","1",3,"2"
"6106",1,"1","1",5,"1"
"6107",5,"5","5",5,"5"
"6108",2,"2","4",5,"2"
"6109",4,"4","1",4,"4"
"6110",2,"2","1",1,"2"
"6111",5,"5","5",5,"5"
"6112",3,"3","5",5,"3"
"6113",2,"2","1",5,"2"
"6114",1,"1","1",3,"1"
"6115",4,"4","5",5,"4"
"6116",4,"4","2",1,"4"
"6117",4,"4","5",5,"4"
"6118",5,"5","4",4,"5"
"6119",2,"2","1",5,"2"
"6120",3,"3","1",3,"3"
"6121",2,"2","5",5,"2"
"6122",3,"3","1",3,"3"
"6123",3,"3","5",5,"3"
"6124",2,"2","4",1,"2"
"6125",1,"1","5",5,"1"
"6126",3,"3","2",3,"3"
"6127",3,"3","1",3,"3"
"6128",2,"2","5",5,"2"
"6129",4,"4","5",5,"4"
"6130",1,"1","5",5,"1"
"6131",3,"3","1",5,"3"
"6132",1,"1","4",1,"1"
"6133",1,"1","3",3,"1"
"6134",2,"2","5",5,"2"
"6135",2,"2","4",5,"2"
"6136",4,"4","5",5,"4"
"6137",5,"5","5",5,"5"
"6138",4,"4","5",5,"3"
"6139",1,"1","5",5,"1"
"6140",3,"3","3",3,"3"
"6141",2,"2","2",1,"2"
"6142",5,"5","5",5,"5"
"6143",1,"1","1",3,"1"
"6144",2,"2","5",5,"2"
"6145",1,"1","1",5,"1"
"6146",2,"2","5",5,"2"
"6147",4,"4","1",5,"4"
"6148",2,"2","2",5,"2"
"6149",2,"2","2",5,"2"
"6150",4,"4","1",5,"4"
"6151",5,"5","1",5,"2"
"6152",1,"1","1",3,"1"
"6153",3,"3","3",5,"3"
"6154",3,"3","5",5,"3"
"6155",3,"3","1",5,"3"
"6156",5,"5","1",5,"5"
"6157",3,"3","4",2,"3"
"6158",3,"3","5",5,"3"
"6159",5,"5","1",5,"5"
"6160",2,"2","2",1,"2"
"6161",1,"1","1",1,"1"
"6162",5,"5","5",5,"5"
"6163",5,"5","5",4,"5"
"6164",3,"3","5",5,"3"
"6165",1,"1","2",3,"1"
"6166",4,"4","2",5,"4"
"6167",3,"3","1",3,"3"
"6168",1,"1","2",3,"1"
"6169",4,"4","5",5,"5"
"6170",1,"1","5",1,"1"
"6171",2,"2","4",5,"2"
"6172",1,"1","1",1,"1"
"6173",1,"1","1",5,"1"
"6174",5,"5","2",5,"5"
"6175",3,"3","1",5,"3"
"6176",1,"1","3",5,"1"
"6177",4,"4","1",5,"4"
"6178",5,"5","5",5,"5"
"6179",4,"4","1",5,"4"
"6180",4,"4","5",5,"4"
"6181",3,"3","4",1,"3"
"6182",4,"4","1",4,"4"
"6183",5,"5","5",5,"5"
"6184",5,"5","5",5,"5"
"6185",2,"2","1",5,"2"
"6186",2,"2","5",5,"2"
"6187",3,"3","1",1,"3"
"6188",3,"3","5",1,"3"
"6189",1,"1","3",5,"1"
"6190",5,"1","1",5,"5"
"6191",5,"5","5",4,"5"
"6192",4,"4","2",4,"4"
"6193",5,"5","5",5,"5"
"6194",3,"3","3",5,"3"
"6195",3,"3","2",3,"3"
"6196",5,"4","5",5,"5"
"6197",4,"4","5",5,"4"
"6198",2,"2","5",5,"2"
"6199",1,"1","1",3,"1"
"6200",1,"1","2",1,"1"
"6201",1,"1","1",5,"1"
"6202",1,"1","1",5,"1"
"6203",3,"3","1",1,"1"
"6204",3,"3","5",5,"3"
"6205",1,"1","1",3,"1"
"6206",3,"3","1",5,"3"
"6207",5,"3","1",5,"3"
"6208",3,"3","5",5,"3"
"6209",5,"5","5",5,"5"
"6210",5,"5","2",5,"5"
"6211",4,"4","1",5,"4"
"6212",5,"5","1",5,"5"
"6213",2,"2","1",3,"2"
"6214",4,"4","5",5,"4"
"6215",5,"5","5",5,"5"
"6216",5,"5","5",5,"5"
"6217",5,"5","5",5,"5"
"6218",4,"4","5",5,"4"
"6219",5,"5","5",5,"5"
"6220",4,"4","1",5,"4"
"6221",2,"2","3",5,"2"
"6222",2,"2","5",5,"2"
"6223",5,"5","5",5,"5"
"6224",3,"3","1",5,"3"
"6225",5,"5","5",5,"5"
"6226",1,"1","5",5,"1"
"6227",5,"5","5",5,"5"
"6228",5,"5","3",5,"5"
"6229",5,"5","3",5,"5"
"6230",3,"3","5",5,"3"
"6231",2,"2","5",5,"2"
"6232",5,"5","5",5,"5"
"6233",2,"2","1",5,"2"
"6234",2,"2","2",5,"2"
"6235",1,"1","1",1,"1"
"6236",3,"3","4",3,"3"
"6237",4,"4","1",5,"4"
"6238",4,"4","5",5,"4"
"6239",3,"3","4",5,"3"
"6240",5,"5","5",5,"3"
"6241",3,"3","1",3,"3"
"6242",4,"4","3",5,"4"
"6243",1,"1","2",5,"1"
"6244",5,"4","1",5,"2"
"6245",2,"2","1",5,"2"
"6246",2,"2","1",2,"2"
"6247",5,"5","5",5,"5"
"6248",4,"4","5",5,"4"
"6249",4,"4","5",5,"4"
"6250",3,"3","5",5,"3"
"6251",1,"1","1",5,"1"
"6252",3,"3","5",5,"3"
"6253",2,"2","2",5,"2"
"6254",3,"3","5",5,"3"
"6255",2,"2","1",3,"2"
"6256",1,"1","5",5,"1"
"6257",2,"2","5",5,"2"
"6258",3,"3","5",5,"3"
"6259",2,"2","2",3,"2"
"6260",5,"5","5",5,"5"
"6261",5,"5","5",5,"5"
"6262",3,"3","2",5,"3"
"6263",4,"4","1",5,"4"
"6264",4,"4","5",5,"4"
"6265",4,"4","5",5,"4"
"6266",2,"2","4",2,"2"
"6267",3,"3","3",2,"3"
"6268",1,"1","5",5,"1"
"6269",2,"2","4",5,"2"
"6270",3,"3","2",5,"3"
"6271",1,"1","1",5,"1"
"6272",2,"2","5",5,"2"
"6273",2,"2","2",1,"2"
"6274",1,"1","1",5,"1"
"6275",5,"3","1",3,"3"
"6276",1,"1","1",3,"1"
"6277",4,"4","2",5,"4"
"6278",4,"4","5",5,"4"
"6279",1,"1","2",1,"1"
"6280",2,"2","1",1,"2"
"6281",4,"4","5",5,"4"
"6282",3,"3","5",5,"3"
"6283",2,"2","2",1,"2"
"6284",4,"4","1",5,"4"
"6285",3,"3","1",3,"3"
"6286",1,"1","3",3,"1"
"6287",4,"4","2",3,"4"
"6288",5,"5","5",5,"5"
"6289",2,"2","1",5,"2"
"6290",3,"3","5",5,"3"
"6291",3,"3","1",5,"3"
"6292",5,"5","1",5,"5"
"6293",3,"3","1",2,"3"
"6294",4,"4","1",5,"1"
"6295",2,"2","1",5,"2"
"6296",4,"4","4",5,"4"
"6297",1,"1","1",3,"1"
"6298",5,"5","5",5,"5"
"6299",3,"3","5",5,"3"
"6300",4,"4","1",5,"4"
"6301",4,"4","1",1,"4"
"6302",5,"5","5",5,"5"
"6303",1,"1","1",5,"1"
"6304",1,"1","5",5,"1"
"6305",1,"1","1",1,"1"
"6306",1,"1","1",5,"1"
"6307",1,"1","1",3,"1"
"6308",1,"1","1",1,"1"
"6309",2,"2","1",5,"2"
"6310",1,"1","4",5,"1"
"6311",3,"5","5",5,"3"
"6312",1,"1","1",1,"1"
"6313",5,"5","5",5,"5"
"6314",5,"5","5",5,"5"
"6315",5,"5","5",5,"5"
"6316",4,"4","2",4,"4"
"6317",5,"5","5",5,"5"
"6318",5,"5","1",4,"1"
"6319",5,"5","5",5,"5"
"6320",1,"1","1",5,"1"
"6321",2,"2","1",1,"2"
"6322",5,"5","5",5,"5"
"6323",2,"2","5",5,"2"
"6324",1,"1","1",5,"1"
"6325",2,"2","1",5,"2"
"6326",1,"1","1",3,"1"
"6327",2,"2","1",5,"2"
"6328",2,"2","1",5,"2"
"6329",2,"2","2",5,"2"
"6330",2,"2","1",5,"2"
"6331",4,"4","5",1,"4"
"6332",3,"3","4",5,"3"
"6333",1,"1","1",1,"1"
"6334",1,"1","1",1,"1"
"6335",1,"1","1",5,"1"
"6336",1,"1","1",5,"1"
"6337",1,"1","1",5,"1"
"6338",4,"4","1",5,"4"
"6339",1,"1","5",5,"1"
"6340",2,"2","1",1,"2"
"6341",4,"4","1",5,"4"
"6342",2,"2","1",5,"2"
"6343",4,"4","5",5,"4"
"6344",2,"2","1",3,"2"
"6345",3,"3","3",5,"3"
"6346",3,"3","5",5,"3"
"6347",4,"4","5",5,"4"
"6348",2,"2","5",5,"2"
"6349",4,"4","4",5,"4"
"6350",3,"3","1",3,"3"
"6351",1,"1","5",5,"1"
"6352",2,"2","2",3,"2"
"6353",5,"5","5",5,"5"
"6354",2,"2","1",5,"2"
"6355",2,"2","2",2,"2"
"6356",3,"3","1",5,"3"
"6357",1,"1","2",5,"1"
"6358",1,"1","1",1,"1"
"6359",4,"4","1",5,"4"
"6360",1,"1","2",3,"1"
"6361",3,"3","1",5,"3"
"6362",2,"2","5",5,"2"
"6363",5,"5","5",5,"5"
"6364",3,"3","2",1,"3"
"6365",4,"4","5",5,"4"
"6366",2,"2","5",5,"2"
"6367",4,"4","1",5,"4"
"6368",2,"2","1",5,"2"
"6369",3,"3","3",5,"3"
"6370",4,"4","5",5,"4"
"6371",5,"5","5",5,"5"
"6372",2,"2","2",2,"2"
"6373",2,"2","1",5,"2"
"6374",2,"2","2",3,"2"
"6375",1,"1","1",3,"1"
"6376",4,"4","5",5,"4"
"6377",2,"2","2",5,"2"
"6378",4,"4","1",5,"4"
"6379",3,"3","1",5,"3"
"6380",4,"4","1",5,"4"
"6381",1,"1","1",5,"1"
"6382",4,"4","5",5,"4"
"6383",2,"2","1",5,"2"
"6384",1,"1","3",5,"1"
"6385",1,"1","4",5,"1"
"6386",1,"1","3",5,"1"
"6387",5,"5","5",5,"5"
"6388",1,"1","1",3,"1"
"6389",2,"2","5",5,"2"
"6390",3,"3","1",5,"3"
"6391",3,"3","3",5,"2"
"6392",2,"2","1",3,"2"
"6393",2,"2","2",5,"2"
"6394",1,"1","5",5,"1"
"6395",1,"1","1",5,"1"
"6396",4,"4","1",5,"4"
"6397",1,"1","1",1,"1"
"6398",1,"1","1",5,"1"
"6399",3,"3","2",1,"3"
"6400",4,"4","5",5,"4"
"6401",1,"1","5",5,"1"
"6402",1,"1","1",1,"1"
"6403",5,"5","5",5,"5"
"6404",1,"1","1",1,"1"
"6405",2,"2","1",5,"2"
"6406",3,"3","1",5,"3"
"6407",2,"2","2",5,"2"
"6408",1,"1","1",3,"1"
"6409",3,"3","2",3,"3"
"6410",5,"5","3",3,"5"
"6411",5,"5","5",5,"5"
"6412",4,"4","5",5,"4"
"6413",4,"4","5",5,"4"
"6414",4,"4","2",4,"4"
"6415",3,"3","1",1,"3"
"6416",2,"2","1",3,"2"
"6417",2,"2","2",1,"2"
"6418",5,"5","5",5,"5"
"6419",5,"5","4",3,"5"
"6420",2,"2","1",3,"2"
"6421",5,"5","5",5,"5"
"6422",5,"5","5",5,"4"
"6423",1,"1","1",5,"1"
"6424",2,"2","1",5,"2"
"6425",2,"2","5",5,"2"
"6426",2,"2","5",5,"2"
"6427",3,"3","4",5,"3"
"6428",1,"1","1",1,"1"
"6429",1,"1","1",5,"1"
"6430",1,"1","3",5,"1"
"6431",3,"3","1",5,"3"
"6432",3,"3","1",5,"3"
"6433",4,"4","1",3,"4"
"6434",5,"5","5",5,"5"
"6435",1,"1","5",5,"1"
"6436",5,"5","1",5,"5"
"6437",3,"3","1",5,"3"
"6438",2,"2","4",5,"2"
"6439",1,"1","1",5,"1"
"6440",4,"4","2",5,"4"
"6441",3,"3","5",5,"3"
"6442",3,"3","2",5,"3"
"6443",2,"2","1",3,"2"
"6444",2,"2","2",2,"2"
"6445",3,"3","3",3,"3"
"6446",4,"4","5",5,"4"
"6447",2,"2","1",5,"2"
"6448",1,"1","1",3,"1"
"6449",3,"3","5",5,"3"
"6450",1,"1","1",5,"1"
"6451",1,"1","2",1,"1"
"6452",4,"4","2",5,"4"
"6453",5,"5","5",5,"5"
"6454",2,"2","4",3,"2"
"6455",1,"1","5",5,"1"
"6456",4,"4","5",5,"4"
"6457",5,"5","5",5,"5"
"6458",5,"5","5",5,"5"
"6459",4,"4","5",5,"4"
"6460",1,"1","1",3,"1"
"6461",5,"5","5",5,"5"
"6462",1,"1","2",5,"1"
"6463",3,"3","5",5,"3"
"6464",4,"4","1",5,"4"
"6465",3,"3","1",3,"3"
"6466",2,"2","1",5,"2"
"6467",4,"4","1",3,"4"
"6468",1,"1","1",5,"1"
"6469",2,"2","1",5,"2"
"6470",4,"4","4",5,"4"
"6471",4,"4","1",5,"4"
"6472",5,"5","5",5,"5"
"6473",2,"2","4",5,"2"
"6474",4,"4","5",5,"4"
"6475",4,"4","5",5,"4"
"6476",2,"2","1",3,"2"
"6477",4,"4","5",5,"4"
"6478",3,"3","1",3,"3"
"6479",4,"4","5",5,"4"
"6480",4,"4","2",4,"4"
"6481",1,"1","4",3,"1"
"6482",2,"2","1",3,"2"
"6483",4,"4","5",5,"4"
"6484",5,"5","5",5,"5"
"6485",1,"1","1",3,"1"
"6486",4,"4","4",5,"4"
"6487",5,"5","4",5,"5"
"6488",2,"2","2",2,"2"
"6489",1,"1","1",5,"1"
"6490",4,"4","5",5,"4"
"6491",5,"5","5",5,"5"
"6492",3,"3","5",5,"3"
"6493",1,"1","1",3,"1"
"6494",4,"4","5",5,"4"
"6495",3,"3","5",5,"3"
"6496",1,"1","1",3,"1"
"6497",2,"2","1",5,"2"
"6498",3,"3","5",5,"3"
"6499",3,"3","4",1,"3"
"6500",3,"3","5",5,"3"
"6501",1,"1","1",3,"1"
"6502",2,"2","2",5,"2"
"6503",4,"4","4",3,"4"
"6504",3,"3","2",2,"3"
"6505",3,"3","1",5,"3"
"6506",1,"1","1",5,"1"
"6507",3,"3","5",5,"3"
"6508",3,"3","1",5,"3"
"6509",4,"4","1",5,"4"
"6510",3,"3","5",5,"3"
"6511",1,"1","2",1,"1"
"6512",4,"4","5",5,"4"
"6513",2,"2","2",5,"2"
"6514",1,"1","1",3,"1"
"6515",3,"3","1",5,"3"
"6516",4,"4","4",5,"4"
"6517",5,"5","1",5,"5"
"6518",1,"1","1",5,"1"
"6519",3,"3","1",3,"3"
