,test_data.respon,predRF,predC50,predSVM,predNB
1150,4,4,4,5,2
1151,3,5,5,1,1
1152,4,4,4,5,5
1153,4,4,4,1,5
1154,5,5,5,5,5
1155,5,5,5,5,5
1156,5,5,5,5,5
1157,3,5,4,3,1
1158,4,4,4,5,5
1159,5,5,5,1,5
1160,5,5,5,5,5
1161,5,5,5,4,5
1162,5,5,5,5,5
1163,2,2,2,5,2
1164,5,5,5,5,5
1165,2,4,3,1,1
1166,5,5,5,5,5
1167,5,5,5,5,5
1168,4,4,4,5,5
1169,2,2,2,5,5
1170,4,4,3,5,2
1171,5,5,5,5,5
1172,5,5,5,5,5
1173,2,4,5,5,2
1174,5,5,5,5,5
1175,5,5,5,5,5
1176,5,5,5,5,5
1177,5,5,5,5,5
1178,4,4,4,5,4
1179,5,5,5,5,5
1180,5,5,5,5,5
1181,5,5,5,5,5
1182,5,5,5,5,5
1183,5,5,5,5,5
1184,2,3,3,3,1
1185,5,5,5,5,5
1186,4,4,4,5,3
1187,5,3,5,5,5
1188,5,5,5,5,5
1189,5,5,5,1,1
1190,5,5,5,5,5
1191,5,5,5,5,5
1192,5,5,5,5,5
1193,5,5,5,5,3
1194,5,5,5,5,5
1195,5,5,5,5,5
1196,5,5,5,5,5
1197,5,5,4,5,1
1198,5,5,5,5,5
1199,5,5,5,5,5
1200,5,5,5,5,5
1201,5,5,5,5,5
1202,3,3,3,5,2
1203,5,5,5,5,4
1204,1,4,5,5,1
1205,5,5,5,5,2
1206,5,5,5,5,5
1207,5,5,5,5,5
1208,5,5,5,5,5
1209,5,5,5,5,5
1210,4,5,5,5,5
1211,5,5,5,5,5
1212,5,5,5,5,5
1213,4,4,4,2,4
1214,5,5,5,5,5
1215,5,5,5,5,5
1216,4,4,4,5,2
1217,3,5,5,5,1
1218,5,5,5,5,5
1219,5,5,5,2,3
1220,4,3,3,3,1
1221,4,5,5,3,2
1222,5,5,5,5,1
1223,5,5,5,5,1
1224,3,3,3,5,5
1225,3,3,3,5,5
1226,5,5,5,5,5
1227,5,5,5,5,1
1228,4,5,3,5,1
1229,5,5,4,5,2
1230,1,1,1,5,4
1231,5,5,5,5,5
1232,5,5,5,5,5
1233,3,1,5,3,1
1234,5,5,5,5,5
1235,4,5,5,5,2
1236,3,3,5,5,2
1237,4,4,4,1,1
1238,5,5,5,5,5
1239,5,5,5,5,5
1240,5,5,5,5,5
1241,5,4,3,5,5
1242,5,5,5,5,5
1243,5,5,5,5,5
1244,5,4,5,3,1
1245,4,5,5,5,1
1246,1,5,5,1,1
1247,2,2,2,5,5
1248,5,5,5,5,5
1249,2,2,2,5,5
1250,5,5,5,5,5
1251,3,5,5,5,5
1252,5,5,5,5,5
1253,3,3,3,2,3
1254,5,5,5,5,5
1255,5,5,5,5,5
1256,1,5,5,1,1
1257,5,5,5,5,5
1258,5,5,5,5,5
1259,5,5,5,5,5
1260,3,3,5,5,5
1261,5,5,5,5,5
1262,5,5,5,4,3
1263,3,5,2,1,1
1264,5,5,5,5,5
1265,5,5,5,5,5
1266,3,3,3,5,5
1267,5,5,5,5,5
1268,5,5,5,5,1
1269,5,5,5,5,5
1270,5,5,5,5,5
1271,5,5,5,5,5
1272,5,5,4,4,5
1273,5,5,4,1,1
1274,5,5,5,5,4
1275,5,5,5,5,5
1276,4,4,4,5,5
1277,5,5,5,1,2
1278,5,5,5,5,5
1279,5,5,5,5,5
1280,5,5,3,5,5
1281,5,5,3,5,5
1282,2,2,2,1,1
1283,5,5,5,5,2
1284,5,5,5,5,5
1285,5,5,5,5,3
1286,1,3,3,5,1
1287,5,5,5,5,5
1288,5,5,5,5,5
1289,4,4,4,5,2
1290,5,5,5,5,5
1291,5,5,5,5,5
1292,5,5,5,5,4
1293,5,5,5,5,4
1294,3,2,5,3,1
1295,5,5,5,5,5
1296,4,4,4,5,2
1297,3,5,5,5,5
1298,3,3,3,5,5
1299,4,4,4,5,4
1300,5,5,5,5,5
1301,4,5,5,5,1
1302,5,5,5,5,2
1303,5,5,5,5,5
1304,4,4,4,5,5
1305,3,3,3,5,5
1306,1,3,3,5,5
1307,5,5,5,5,5
1308,5,5,5,5,5
1309,5,5,4,5,3
1310,4,4,4,5,5
1311,5,5,5,5,2
1312,5,5,5,1,1
1313,5,5,5,5,5
1314,5,5,5,5,1
1315,5,5,5,5,5
1316,5,5,5,5,4
1317,5,5,5,5,5
1318,4,4,4,5,5
1319,5,5,5,5,3
1320,4,5,5,5,1
1321,5,5,5,5,5
1322,5,5,5,5,2
1323,5,5,5,5,5
1324,5,5,5,5,5
1325,5,5,5,5,5
1326,4,4,4,3,2
1327,5,5,5,5,5
1328,5,5,5,5,2
1329,5,5,3,5,5
1330,5,5,5,5,5
1331,5,5,5,5,5
1332,4,3,3,1,1
1333,3,3,3,5,4
1334,3,3,3,5,4
1335,3,5,5,5,2
1336,5,5,5,5,5
1337,3,3,3,5,5
1338,5,5,5,5,5
1339,5,5,5,5,5
1340,5,5,5,5,5
1341,4,5,5,5,2
1342,5,5,5,5,2
1343,4,4,4,5,5
1344,5,5,5,5,5
1345,3,5,3,1,1
1346,4,5,5,3,1
1347,5,5,5,5,5
1348,5,5,5,5,4
1349,5,5,5,5,5
1350,3,5,5,5,5
1351,4,4,4,5,4
1352,5,5,5,5,4
1353,5,5,5,5,4
1354,5,5,5,5,5
1355,5,5,5,5,5
1356,5,5,5,5,5
1357,3,5,5,5,1
1358,5,5,5,5,5
1359,4,4,4,5,4
1360,5,5,5,5,5
1361,5,5,5,5,2
1362,5,5,5,5,5
1363,5,5,5,1,1
1364,3,3,3,1,2
1365,5,5,5,5,5
1366,5,5,5,5,5
1367,3,1,3,1,1
1368,4,4,4,4,3
1369,5,5,5,5,4
1370,4,3,4,1,1
1371,5,5,5,5,5
1372,5,5,5,5,1
1373,5,5,5,5,5
1374,5,5,5,5,5
1375,1,4,2,1,1
1376,5,5,5,5,5
1377,4,4,4,5,5
1378,4,4,4,5,5
1379,5,5,5,5,4
1380,5,5,5,5,2
1381,5,5,5,1,5
1382,5,5,5,5,5
1383,3,3,3,5,2
1384,5,5,5,5,5
1385,5,5,5,5,5
1386,3,3,3,5,1
1387,5,5,5,5,5
1388,5,5,5,5,5
1389,5,5,5,5,5
1390,4,4,4,5,5
1391,5,5,1,1,1
1392,5,5,5,5,4
1393,5,5,3,3,1
1394,5,5,5,5,5
1395,5,5,5,5,5
1396,5,5,5,5,5
1397,5,5,5,5,2
1398,5,5,5,5,5
1399,4,4,5,1,5
1400,3,5,5,5,3
1401,5,5,5,5,5
1402,5,5,5,5,5
1403,5,5,5,5,5
1404,5,5,5,5,5
1405,5,5,5,5,4
1406,5,5,5,5,2
1407,5,5,3,5,2
1408,5,5,5,5,5
1409,5,5,5,5,5
1410,5,4,4,5,2
1411,4,4,4,4,5
1412,5,5,5,5,3
1413,5,5,5,5,5
1414,4,4,4,2,4
1415,5,5,5,5,5
1416,5,5,5,5,5
1417,2,4,1,1,1
1418,3,3,3,5,5
1419,4,4,4,5,2
1420,5,5,5,5,5
1421,5,5,5,2,1
1422,5,5,5,4,5
1423,4,4,4,5,4
1424,5,5,5,5,1
1425,5,5,5,5,5
1426,5,5,5,5,5
1427,5,5,5,5,5
1428,5,5,5,5,5
1429,3,3,1,1,1
1430,5,5,3,5,5
1431,5,5,5,5,5
1432,5,5,5,5,5
1433,5,5,5,5,1
1434,5,4,5,3,1
1435,2,2,2,5,4
1436,5,5,5,5,5
1437,5,5,5,5,4
1438,5,5,5,5,5
1439,3,3,3,5,2
1440,3,3,3,5,5
1441,5,5,5,5,5
1442,5,5,5,5,5
1443,4,4,4,4,4
1444,4,3,3,5,5
1445,5,5,5,5,5
1446,2,1,5,3,1
1447,5,5,5,5,5
1448,5,5,5,5,5
1449,4,4,2,3,1
1450,5,5,5,5,5
1451,3,3,3,5,1
1452,5,5,5,5,5
1453,5,5,5,5,4
1454,5,5,5,5,5
1455,3,5,3,1,1
1456,3,3,3,5,5
1457,2,2,2,5,4
1458,5,5,5,5,5
1459,5,5,5,5,5
1460,5,5,5,1,5
1461,5,5,5,4,3
1462,5,5,5,5,5
1463,5,5,5,5,5
1464,5,5,5,5,3
1465,5,5,5,5,5
1466,5,5,5,5,5
1467,5,5,5,5,1
1468,3,5,5,5,1
1469,5,5,5,5,5
1470,3,5,5,5,1
1471,4,4,4,5,4
1472,5,5,5,5,5
1473,5,5,5,5,5
1474,5,5,5,5,4
1475,5,5,5,5,5
1476,5,5,5,5,5
1477,5,5,5,5,5
1478,4,5,4,5,1
1479,2,5,1,3,1
1480,4,4,4,5,5
1481,5,5,5,5,5
1482,3,3,3,5,5
1483,5,5,5,5,5
1484,5,5,5,5,5
1485,5,5,5,5,5
1486,4,1,1,5,1
1487,5,5,5,5,4
1488,4,4,4,5,5
1489,4,4,4,5,4
1490,5,5,3,5,5
1491,4,4,4,5,1
1492,5,5,5,4,5
1493,5,5,5,3,1
1494,3,5,4,5,1
1495,5,5,5,5,5
1496,5,5,5,5,5
1497,5,5,5,3,1
1498,5,5,5,5,5
1499,5,5,5,5,5
1500,5,5,5,5,5
1501,5,5,5,5,5
1502,1,3,3,5,1
1503,5,3,3,3,1
1504,4,4,5,3,2
1505,5,5,5,5,5
1506,3,3,4,5,5
1507,5,5,5,5,5
1508,5,5,5,5,5
1509,5,5,5,5,4
1510,5,3,3,1,1
1511,5,5,5,1,1
1512,5,5,5,5,5
1513,5,5,5,5,4
1514,2,4,1,1,1
1515,3,3,1,3,1
1516,1,5,4,1,2
1517,1,1,5,5,5
1518,5,5,5,5,5
1519,5,5,5,5,5
1520,2,4,4,1,2
1521,5,5,5,5,5
1522,5,5,5,5,5
1523,5,5,5,5,5
1524,5,5,5,5,5
1525,5,5,5,5,5
1526,5,5,5,5,3
1527,5,5,5,5,5
1528,5,5,5,5,5
1529,5,5,5,5,5
1530,5,5,5,5,5
1531,5,5,5,5,5
1532,5,5,5,4,5
1533,5,5,5,5,5
1534,5,5,5,5,5
1535,5,5,5,5,5
1536,5,5,5,5,5
1537,5,5,5,5,5
1538,4,4,4,5,2
1539,3,1,1,1,1
1540,5,5,5,5,5
1541,5,5,5,5,4
1542,5,5,5,5,5
1543,5,5,5,5,5
1544,5,5,5,5,5
1545,4,4,5,5,1
1546,4,4,4,5,5
1547,5,5,5,5,5
1548,5,5,5,5,5
1549,5,5,5,5,5
1550,4,4,4,5,5
1551,3,3,3,5,5
1552,5,5,5,5,5
1553,5,5,5,1,3
1554,5,5,5,5,3
1555,4,4,4,5,5
1556,4,4,4,3,1
1557,5,2,4,3,2
1558,4,3,3,5,1
1559,4,4,3,1,1
1560,4,5,2,5,2
1561,3,3,3,5,4
1562,3,3,5,5,2
1563,5,5,5,5,4
1564,3,5,5,3,1
1565,5,5,5,5,5
1566,3,3,3,1,4
1567,1,1,1,1,5
1568,5,5,5,5,5
1569,3,5,1,3,1
1570,5,5,5,4,5
1571,5,5,5,5,5
1572,2,2,2,5,3
1573,5,5,5,5,5
1574,3,3,3,1,1
1575,5,5,5,5,5
1576,4,5,5,5,1
1577,3,5,5,5,1
1578,5,5,5,2,3
1579,5,5,5,5,5
1580,5,5,5,5,5
1581,3,3,3,5,2
1582,5,5,5,5,4
1583,5,5,5,5,5
1584,5,5,5,5,4
1585,5,5,5,5,5
1586,1,1,1,1,1
1587,5,5,5,5,5
1588,5,5,5,5,5
1589,5,5,5,5,5
1590,5,5,5,5,5
1591,5,5,5,5,5
1592,5,3,5,1,1
1593,5,3,3,5,2
1594,5,5,5,1,5
1595,5,5,5,1,1
1596,3,5,3,1,1
1597,5,5,5,5,5
1598,4,4,5,3,1
1599,5,5,5,5,5
1600,5,5,5,5,5
1601,5,5,5,5,2
1602,5,5,5,5,5
1603,5,5,5,5,5
1604,5,5,5,5,5
1605,5,5,5,5,5
1606,2,4,4,1,1
1607,5,5,5,5,5
1608,4,5,5,5,5
1609,5,5,5,5,3
1610,4,4,4,5,5
1611,5,5,5,5,5
1612,5,5,5,5,5
1613,1,5,3,3,1
1614,5,5,5,5,5
1615,5,5,5,5,5
1616,5,5,5,5,5
1617,5,5,5,5,5
1618,5,5,2,1,3
1619,5,5,4,5,3
1620,5,5,5,5,4
1621,5,5,5,5,5
1622,5,5,5,5,5
1623,5,5,5,2,3
1624,5,5,5,5,5
1625,5,5,5,5,5
1626,5,5,5,5,5
1627,5,5,5,5,5
1628,5,5,5,5,5
1629,4,4,4,5,5
1630,1,1,3,3,1
1631,5,5,5,5,1
1632,5,5,5,5,2
1633,1,1,3,3,1
1634,4,3,3,1,1
1635,4,4,4,5,4
1636,5,5,5,5,3
1637,3,5,5,5,5
1638,5,5,5,5,5
1639,3,3,3,5,4
1640,3,3,3,5,5
1641,5,5,5,5,5
1642,3,3,3,1,1
1643,5,5,5,5,5
1644,3,5,2,5,5
1645,5,5,5,5,5
1646,5,5,5,5,5
1647,5,4,2,1,1
1648,4,4,4,5,5
1649,4,4,3,5,1
1650,5,5,5,5,5
1651,5,5,5,5,5
1652,5,5,5,5,4
1653,5,5,5,5,5
1654,5,5,5,5,5
1655,5,5,5,5,5
1656,3,3,3,5,5
1657,5,5,5,5,5
1658,5,5,5,5,5
1659,5,5,5,5,5
1660,4,4,4,5,5
1661,5,5,5,5,5
1662,3,3,3,5,2
1663,5,5,5,5,5
1664,5,5,5,5,5
1665,1,1,1,1,1
1666,5,5,5,5,5
1667,5,5,5,5,5
1668,5,5,5,5,2
1669,3,3,3,2,2
1670,5,5,5,5,5
1671,5,5,5,1,1
1672,4,4,5,5,5
1673,5,5,5,5,5
1674,5,5,5,5,4
1675,5,5,5,5,2
1676,3,3,3,3,3
1677,3,3,3,1,1
1678,4,4,4,1,1
1679,3,5,5,1,1
1680,5,5,5,5,5
1681,3,3,5,5,5
1682,5,5,5,5,5
1683,5,5,5,5,2
1684,5,5,5,4,5
1685,5,5,5,5,5
1686,5,5,3,3,1
1687,5,5,5,5,5
1688,5,5,5,1,1
1689,5,5,5,5,5
1690,5,5,5,5,5
1691,4,4,5,5,2
1692,5,5,5,5,5
1693,3,3,3,5,4
1694,5,5,5,5,5
1695,4,4,4,5,4
1696,5,5,5,5,5
1697,5,5,5,5,5
1698,5,5,5,5,5
1699,5,5,5,5,5
1700,5,5,5,5,5
1701,5,5,5,5,5
1702,3,5,5,5,1
1703,5,5,5,5,5
1704,4,4,4,5,4
1705,5,5,5,5,5
1706,4,5,5,5,3
1707,5,5,5,1,5
1708,5,5,5,5,5
1709,4,4,4,5,5
1710,5,5,4,5,1
1711,5,5,5,5,5
1712,5,5,5,5,5
1713,5,5,5,5,5
1714,4,4,4,1,1
1715,4,4,5,5,5
1716,5,3,3,5,5
1717,4,4,4,1,4
1718,5,5,5,5,4
1719,5,5,5,5,5
1720,5,5,4,5,5
1721,5,5,5,5,5
1722,5,5,5,5,5
1723,5,5,5,5,4
1724,5,5,5,5,5
1725,5,5,5,5,5
1726,4,4,4,5,5
1727,4,5,5,5,5
1728,4,4,5,5,2
1729,5,5,5,5,5
1730,2,4,5,3,1
1731,5,5,5,5,5
1732,5,5,3,3,1
1733,3,4,4,3,2
1734,5,5,5,5,5
1735,5,5,5,5,5
1736,5,5,5,5,5
1737,5,5,5,5,1
1738,1,3,3,5,1
1739,5,5,5,1,5
1740,2,3,4,1,1
1741,5,5,5,5,1
1742,5,5,5,3,5
1743,3,5,5,1,1
1744,4,5,2,3,1
1745,5,5,5,5,5
1746,5,5,5,5,5
1747,5,5,5,5,4
1748,3,3,3,5,5
1749,5,5,5,5,5
1750,4,4,4,5,5
1751,3,3,3,5,2
1752,5,5,5,5,5
1753,5,5,5,5,5
1754,3,5,4,1,2
1755,5,5,5,5,2
1756,5,5,5,5,5
1757,5,5,5,5,5
1758,3,3,3,5,1
1759,5,5,5,5,1
1760,5,5,5,5,5
1761,5,5,5,5,5
1762,4,4,4,5,5
1763,5,5,5,5,1
1764,5,5,5,5,1
1765,5,5,5,5,5
1766,5,5,5,5,5
1767,5,5,5,5,5
1768,2,3,3,1,1
1769,5,5,5,5,1
1770,5,5,5,5,5
1771,4,4,4,5,5
1772,4,4,5,5,2
1773,3,3,3,3,1
1774,3,3,4,5,2
1775,5,5,5,5,5
1776,5,5,5,5,5
1777,4,4,4,1,5
1778,5,5,5,5,2
1779,5,5,5,5,4
1780,3,3,3,1,3
1781,5,5,5,5,5
1782,4,5,5,5,2
1783,5,5,5,5,5
1784,5,5,5,5,5
1785,5,5,5,5,5
1786,4,4,4,5,5
1787,4,4,5,5,5
1788,3,3,2,1,1
1789,4,4,4,5,5
1790,3,5,5,5,1
1791,4,4,4,4,5
1792,4,4,4,5,2
1793,2,5,5,5,1
1794,2,1,2,3,1
1795,5,5,5,5,5
1796,5,5,5,5,5
1797,5,5,5,5,5
1798,5,5,5,5,4
1799,5,5,5,3,2
1800,1,3,3,5,1
1801,4,4,5,5,2
1802,3,5,5,5,2
1803,5,5,5,1,1
1804,5,5,5,5,1
1805,5,5,5,5,5
1806,3,3,3,5,1
1807,5,5,5,5,5
1808,5,5,5,5,5
1809,4,4,4,5,2
1810,5,5,5,5,4
1811,3,3,3,5,4
1812,5,5,5,5,5
1813,4,4,4,5,4
1814,5,5,5,5,5
1815,5,5,5,5,5
1816,5,5,5,5,5
1817,5,5,5,5,5
1818,5,5,5,5,4
1819,5,5,5,1,5
1820,2,2,4,1,1
1821,2,2,2,1,2
1822,5,5,5,1,5
1823,5,5,5,5,5
1824,5,5,5,5,5
1825,5,5,5,5,5
1826,3,5,5,5,3
1827,5,5,5,5,5
1828,1,1,1,1,1
1829,5,5,5,5,5
1830,5,5,5,5,5
1831,5,5,5,5,5
1832,5,5,5,1,5
1833,4,4,4,5,1
1834,3,3,3,2,3
1835,5,5,5,5,5
1836,5,5,5,5,5
1837,5,5,5,5,5
1838,5,5,4,5,1
1839,5,5,5,5,5
1840,5,5,5,5,5
1841,5,5,5,5,5
1842,5,5,5,5,2
1843,5,5,5,5,5
1844,5,5,5,5,5
1845,5,5,5,1,1
1846,5,3,4,5,1
1847,5,5,5,5,5
1848,5,5,5,1,5
1849,3,5,3,5,1
1850,5,5,5,5,5
1851,5,5,5,5,5
1852,3,3,3,5,4
1853,5,5,5,5,5
1854,5,5,5,5,5
1855,5,5,5,5,5
1856,5,5,5,4,5
1857,5,5,5,5,5
1858,5,5,5,5,5
1859,4,4,4,5,2
1860,4,4,4,5,5
1861,5,5,5,5,5
1862,2,5,3,1,1
1863,5,5,5,5,5
1864,5,5,5,5,5
1865,5,5,5,5,5
1866,5,5,5,5,5
1867,5,5,5,5,5
1868,5,5,5,1,5
1869,3,5,5,5,5
1870,5,5,3,1,1
1871,5,5,5,5,5
1872,5,5,5,5,4
1873,3,4,1,5,1
1874,5,5,5,5,5
1875,5,5,5,1,5
1876,4,4,4,5,2
1877,5,5,5,5,5
1878,4,4,4,5,5
1879,5,5,5,5,5
1880,5,5,5,5,5
1881,3,5,5,5,1
1882,5,5,5,5,5
1883,5,5,5,5,1
1884,5,5,5,5,2
1885,3,3,3,5,5
1886,3,3,3,1,2
1887,5,5,5,5,4
1888,4,4,5,5,5
1889,5,3,3,1,1
1890,5,5,5,5,2
1891,5,5,5,5,5
1892,4,5,5,3,1
1893,5,5,5,5,5
1894,3,3,3,3,1
1895,2,3,5,1,1
1896,5,5,5,5,5
1897,5,5,5,5,5
1898,3,3,3,5,5
1899,5,5,4,5,1
1900,3,3,5,5,1
1901,5,5,5,5,5
1902,5,5,5,5,5
1903,5,5,5,5,5
1904,4,1,3,3,1
1905,4,4,4,5,4
1906,5,5,5,5,4
1907,5,5,5,5,5
1908,2,2,4,3,1
1909,5,5,5,5,5
1910,2,2,3,3,1
1911,4,5,5,5,2
1912,2,1,1,1,1
1913,5,5,5,5,5
1914,5,5,5,5,5
1915,3,3,5,3,1
1916,5,5,5,5,5
1917,1,1,1,1,1
1918,5,5,5,5,5
1919,5,5,5,5,5
1920,3,5,5,5,5
1921,5,5,5,5,5
1922,5,5,5,5,5
1923,1,5,5,5,1
1924,5,2,5,5,5
1925,5,5,5,5,5
1926,5,5,5,5,5
1927,5,5,5,5,5
1928,3,5,5,3,1
1929,1,3,3,3,1
1930,5,5,5,5,5
1931,5,5,3,5,2
1932,5,5,5,5,4
1933,5,5,5,5,5
1934,5,5,5,5,5
1935,1,5,5,5,1
1936,5,5,5,5,3
1937,5,5,5,5,5
1938,4,5,5,5,1
1939,5,5,5,5,5
1940,3,5,3,3,1
1941,5,5,5,5,5
1942,5,5,5,5,1
1943,5,5,5,5,5
1944,5,5,5,2,5
1945,5,5,5,5,5
1946,5,5,5,5,5
1947,5,5,5,5,5
1948,5,5,5,5,5
1949,5,4,3,5,1
1950,4,3,3,1,1
1951,5,5,5,5,5
1952,5,5,5,5,5
1953,3,3,3,5,5
1954,5,5,5,5,1
1955,5,5,5,5,5
1956,5,5,5,5,5
1957,5,5,5,5,5
1958,3,3,3,5,5
1959,5,5,4,5,1
1960,5,5,5,5,5
1961,2,5,5,5,1
1962,5,5,5,5,5
1963,4,5,5,5,2
1964,5,5,5,5,5
1965,3,5,5,3,1
1966,5,5,5,5,5
1967,4,4,5,1,1
1968,5,5,5,5,2
1969,5,5,5,5,5
1970,5,5,5,5,5
1971,3,3,3,5,5
1972,5,5,5,5,4
1973,5,5,5,5,5
1974,5,5,5,5,2
1975,5,5,5,5,5
1976,1,5,5,1,1
1977,5,5,5,1,1
1978,5,5,5,5,5
1979,5,5,5,5,5
1980,5,5,5,1,5
1981,5,5,5,5,5
1982,5,5,5,5,5
1983,5,5,5,5,5
1984,5,5,5,3,2
1985,5,3,3,3,1
1986,5,5,5,5,5
1987,5,5,5,5,5
1988,5,5,5,5,5
1989,5,5,5,5,5
1990,3,3,3,3,4
1991,5,5,5,5,5
1992,5,5,5,5,5
1993,2,5,5,5,1
1994,5,5,5,5,5
1995,4,4,5,5,2
1996,5,5,5,5,1
1997,5,5,5,5,3
1998,5,5,5,5,5
1999,5,5,5,5,1
2000,5,5,5,3,1
2001,4,3,1,3,1
2002,5,5,5,5,2
2003,4,5,5,5,5
2004,4,4,4,5,4
2005,5,5,5,5,5
2006,5,5,5,5,5
2007,5,5,5,5,5
2008,1,1,2,5,2
2009,5,5,5,5,3
2010,5,3,4,3,1
2011,5,5,5,5,5
2012,4,3,3,5,5
2013,5,5,5,5,5
2014,5,5,5,5,5
2015,4,4,4,5,5
2016,5,5,5,5,5
2017,5,5,5,5,5
2018,5,5,5,5,5
2019,3,3,3,1,1
2020,3,3,3,5,5
2021,5,5,5,5,5
2022,5,5,5,2,5
2023,4,4,5,1,3
2024,5,5,5,5,4
2025,5,5,5,5,5
2026,5,5,5,5,5
2027,5,5,5,5,5
2028,5,5,5,5,5
2029,4,4,4,3,1
2030,4,4,4,5,2
2031,3,3,5,3,1
2032,5,5,5,5,5
2033,4,3,5,1,1
2034,5,5,5,5,5
2035,5,5,5,5,5
2036,5,5,5,5,5
2037,5,5,5,5,5
2038,2,4,4,5,1
2039,5,5,5,5,2
2040,2,5,5,5,1
2041,4,4,4,5,4
2042,5,5,5,5,5
2043,5,5,5,5,5
2044,5,5,5,5,5
2045,5,5,5,5,5
2046,5,5,5,5,5
2047,5,5,5,5,5
2048,3,5,5,5,1
2049,5,5,5,2,5
2050,3,5,1,5,1
2051,5,5,5,1,5
2052,5,5,5,5,5
2053,5,5,5,5,5
2054,3,3,5,5,5
2055,5,5,5,5,5
2056,5,5,5,5,4
2057,5,5,5,1,1
2058,5,5,5,5,5
2059,5,5,5,5,5
2060,5,5,5,5,5
2061,5,5,5,5,5
2062,5,5,5,5,5
2063,3,3,3,5,5
2064,5,5,5,5,5
2065,5,5,5,5,5
2066,5,5,5,5,5
2067,5,3,3,5,5
2068,5,5,5,5,5
2069,5,5,5,5,5
2070,5,5,5,5,5
2071,3,3,3,5,5
2072,5,5,5,5,5
2073,5,5,5,5,5
2074,1,3,5,1,1
2075,5,5,5,1,5
2076,5,5,5,5,5
2077,2,2,3,5,1
2078,5,5,5,5,5
2079,5,5,5,5,5
2080,5,5,5,5,5
2081,2,2,2,3,1
2082,5,5,5,5,5
2083,5,5,5,5,5
2084,5,5,5,5,5
2085,3,4,5,5,1
2086,5,5,3,5,5
2087,3,5,5,5,5
2088,5,5,5,1,3
2089,4,4,5,5,1
2090,5,5,5,5,5
2091,5,5,5,5,5
2092,5,1,3,1,1
2093,5,5,5,5,5
2094,5,5,5,5,1
2095,5,5,5,2,5
2096,5,5,5,5,5
2097,4,4,4,5,5
2098,3,3,3,5,5
2099,5,5,3,5,5
2100,5,5,5,5,5
2101,5,5,5,5,5
2102,5,5,5,5,5
2103,5,5,5,5,5
2104,5,5,5,5,4
2105,5,5,4,1,2
2106,5,3,3,3,1
2107,4,5,4,5,1
2108,5,5,4,5,3
2109,5,5,3,5,3
2110,1,5,5,5,5
2111,4,4,4,5,5
2112,4,4,4,5,5
2113,5,2,2,1,2
2114,5,5,5,5,5
2115,4,4,4,5,5
2116,5,5,5,1,3
2117,5,3,5,5,1
2118,5,5,5,5,5
2119,2,2,2,5,5
2120,3,3,3,5,2
2121,3,3,3,5,3
2122,3,3,3,5,5
2123,1,1,1,3,1
2124,5,5,5,5,5
2125,5,5,5,5,4
2126,5,5,5,4,3
2127,5,5,5,5,4
2128,4,4,3,3,1
2129,4,5,3,1,1
2130,5,5,5,5,5
2131,5,5,5,5,5
2132,5,5,5,5,5
2133,5,5,5,5,5
2134,5,5,5,5,5
2135,5,5,5,5,5
2136,3,3,3,5,5
2137,5,5,5,5,5
2138,5,5,5,5,4
2139,4,4,4,5,5
2140,5,5,5,5,1
2141,4,4,4,5,5
2142,4,4,4,5,5
2143,5,5,5,1,2
2144,5,5,5,5,5
2145,5,5,5,5,5
2146,5,5,5,5,5
2147,5,5,5,5,4
2148,5,5,5,5,3
2149,4,5,5,1,1
2150,5,5,5,5,5
2151,5,5,5,5,5
2152,2,4,3,3,1
2153,5,5,5,5,5
2154,4,4,4,5,5
2155,4,4,3,5,1
2156,5,1,3,1,1
2157,5,5,5,5,5
2158,5,5,5,5,5
2159,5,5,5,5,4
2160,5,5,5,5,2
2161,5,5,5,5,5
2162,3,5,5,5,5
2163,5,5,5,5,5
2164,5,5,5,5,5
2165,5,5,5,5,5
2166,5,5,5,5,5
2167,5,5,5,5,5
2168,5,5,5,4,5
2169,5,5,5,5,5
2170,3,4,1,1,1
2171,5,5,5,5,4
2172,5,5,5,5,5
2173,5,5,5,5,1
2174,2,5,5,1,3
2175,3,3,3,5,5
2176,5,5,5,5,4
2177,5,5,5,5,2
2178,5,5,5,5,5
2179,5,5,5,5,5
2180,5,5,5,5,1
2181,5,5,5,5,5
2182,5,5,5,5,5
2183,5,5,5,4,3
2184,5,5,5,5,5
2185,5,5,5,5,5
2186,4,5,5,1,1
2187,3,3,3,3,1
2188,2,2,2,5,5
2189,3,3,5,3,1
2190,5,5,5,5,5
2191,3,3,3,5,5
2192,5,5,5,5,5
2193,3,5,1,5,1
2194,5,5,5,3,3
2195,5,5,5,5,2
2196,3,3,5,5,1
2197,5,5,5,5,5
2198,5,5,5,5,5
2199,5,5,5,5,3
2200,4,4,4,5,4
2201,5,5,5,5,5
2202,5,5,5,5,5
2203,5,5,5,5,5
2204,5,5,5,5,5
2205,5,5,5,5,5
2206,4,4,4,5,2
2207,5,5,5,5,5
2208,5,5,5,5,5
2209,4,4,4,5,5
2210,5,2,2,3,2
2211,5,5,5,5,5
2212,5,5,5,2,2
2213,5,5,5,5,3
2214,1,3,3,1,1
2215,5,5,5,5,5
2216,3,4,3,5,1
2217,5,5,5,5,5
2218,2,2,2,5,5
2219,5,5,5,5,5
2220,5,5,5,5,3
2221,5,5,5,5,5
2222,5,5,5,1,1
2223,5,5,5,5,5
2224,5,5,5,5,5
