source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
worsens eastern,memperparah daerah timur,10,227.094,22.7094,15.8135,17,1.7,2.0,2,0.2,0.0,2,15,10,8,1,2.9,20.5,3,3,17,3.02716911844,1,8.786,8.786,8.786,2,2.0,2.0,0,0.0,0.0,3,24,1,0,19,0.497222222222,1.0,3.0
maintenance of water and sanitation systems,pengelolaan sistem air dan sanitasi,13,484.647,37.2805384615,30.982,22,1.69230769231,2.0,4,0.307692307692,0.0,6,43,13,10,3,4.76923076923,33.8461538462,2,5,36,3.2389012566,1,27.251,27.251,27.251,2,2.0,2.0,0,0.0,0.0,5,35,1,0,31,0.707893229465,3.0,5.0
livelihood rehabilitation,rehabilitasi pekerjaan,15,334.807,22.3204666667,20.658,25,1.66666666667,2.0,3,0.2,0.0,2,25,15,10,2,2.73333333333,26.6666666667,6,3,29,2.87290559532,1,5.039,5.039,5.039,2,2.0,2.0,0,0.0,0.0,2,22,1,0,21,0.589264069264,3.0,5.0
tragedy,tragis,25,217.36,8.6944,4.775,46,1.84,2.0,2,0.08,0.0,1,7,25,6,0,1.04,7.52,20,1,7,1.18631371386,1,2.844,2.844,2.844,1,1.0,1.0,1,1.0,1.0,1,6,1,0,3,0.746031746032,3.0,2.0
facilitators,pemberi fasilitas,14,141.801,10.1286428571,8.279,22,1.57142857143,2.0,4,0.285714285714,0.0,1,12,14,4,1,1.28571428571,12.6428571429,9,1,11,1.48383170684,2,29.883,14.9415,14.9415,2,1.0,1.0,1,0.5,0.5,2,17,2,0,12,0.506535947712,3.0,1.0
micronutrients deficiencies,kekurangan mineral,20,628.478,31.4239,24.8975,36,1.8,2.0,3,0.15,0.0,2,27,20,9,2,2.15,22.95,10,2,23,2.46096404744,1,84.296,84.296,84.296,1,1.0,1.0,1,1.0,1.0,2,18,1,0,22,0.551627384961,3.0,3.0
emerging priority fields,bidang prioritas yang berkembang,11,387.833,35.2575454545,33.859,16,1.45454545455,2.0,5,0.454545454545,0.0,3,24,11,10,2,3.36363636364,26.0909090909,2,4,28,3.41829583405,1,67.232,67.232,67.232,2,2.0,2.0,0,0.0,0.0,4,32,1,0,21,0.609272875817,2.0,5.0
volcanic eruption,ledakan gunung berapi,24,381.999,15.916625,11.973,42,1.75,2.0,1,0.0416666666667,0.0,2,17,24,10,2,2.45833333333,17.375,8,2,15,2.74060156295,1,6.245,6.245,6.245,2,2.0,2.0,0,0.0,0.0,3,21,1,0,17,0.554808590103,3.0,5.0
land-use planning laws,kebijakan perencanaan penggunaan lahan,16,424.781,26.5488125,24.663,28,1.75,2.0,1,0.0625,0.0,3,22,16,10,2,4.125,36.6875,5,4,42,3.02439747035,1,34.37,34.37,34.37,1,1.0,1.0,0,0.0,0.0,4,38,1,0,28,0.549213943951,3.0,5.0
suspect dead,terduga mati,15,248.095,16.5396666667,15.842,25,1.66666666667,2.0,2,0.133333333333,0.0,2,12,15,8,1,2.0,15.0666666667,6,2,15,2.60623892865,1,9.848,9.848,9.848,2,2.0,2.0,0,0.0,0.0,2,12,1,0,11,0.5,1.0,3.0
disaster awareness,kesadaran terhadap bencana,22,400.774,18.217,14.6535,33,1.5,1.5,5,0.227272727273,0.0,2,18,22,12,2,2.54545454545,19.9545454545,7,3,22,3.11163687071,1,5.975,5.975,5.975,2,2.0,2.0,0,0.0,0.0,3,26,1,0,17,0.638176638177,3.0,5.0
weather-wise,peramal cuaca,16,516.122,32.257625,21.4945,25,1.5625,2.0,5,0.3125,0.0,1,12,16,14,1,3.1875,24.125,2,3,28,3.75,1,62.699,62.699,62.699,2,2.0,2.0,0,0.0,0.0,2,13,1,0,11,0.382478632479,2.0,3.0
soil degradation,penurunan kualitas tanah,18,372.412,20.6895555556,11.0465,31,1.72222222222,2.0,2,0.111111111111,0.0,2,16,18,6,1,2.16666666667,16.6666666667,11,2,15,1.79166748438,3,115.518,38.506,18.985,5,1.66666666667,2.0,1,0.333333333333,0.0,3,24,3,0,21,0.534722222222,3.0,5.0
decreasing water quality,memperburuk kualitas air,16,277.562,17.347625,11.565,28,1.75,2.0,1,0.0625,0.0,3,24,16,9,2,3.0625,22.875,6,3,22,2.78063906223,1,16.038,16.038,16.038,2,2.0,2.0,0,0.0,0.0,3,24,1,0,20,0.603174603175,3.0,2.0
public assistance,bantuan masyarakat,16,279.479,17.4674375,14.8995,27,1.6875,2.0,1,0.0625,0.0,2,17,16,6,1,1.9375,13.5,10,2,14,1.7987949407,1,17.891,17.891,17.891,2,2.0,2.0,0,0.0,0.0,2,18,1,0,15,0.51334422658,3.0,5.0
reserve funds,dana simpanan,19,439.648,23.1393684211,15.681,26,1.36842105263,1.0,5,0.263157894737,0.0,2,13,19,10,1,2.15789473684,15.0526315789,10,2,13,2.49954430561,1,6.04,6.04,6.04,1,1.0,1.0,1,1.0,1.0,2,13,1,0,12,0.376068376068,3.0,5.0
temporary shelters,perlindungan sementara,20,408.882,20.4441,13.255,34,1.7,2.0,1,0.05,0.0,2,18,20,7,2,2.5,24.55,7,3,28,2.25677964945,1,15.897,15.897,15.897,2,2.0,2.0,0,0.0,0.0,2,22,1,0,16,0.582491582492,3.0,5.0
unknown soldier,tentara tanpa identitas,21,396.328,18.8727619048,13.09,37,1.7619047619,2.0,2,0.0952380952381,0.0,2,15,21,10,0,3.2380952381,22.2857142857,8,3,19,2.83256087506,1,12.892,12.892,12.892,2,2.0,2.0,0,0.0,0.0,3,23,1,0,19,0.495100069013,3.0,5.0
referral system,sistem perujukan,12,308.202,25.6835,23.7745,23,1.91666666667,2.0,1,0.0833333333333,0.0,2,15,12,3,2,2.0,14.4166666667,10,2,14,0.816689088315,1,11.489,11.489,11.489,2,2.0,2.0,0,0.0,0.0,2,16,1,0,15,0.415277777778,3.0,5.0
impacts,akibat,20,202.388,10.1194,4.9325,33,1.65,2.0,2,0.1,0.0,1,7,20,5,1,1.0,6.15,16,1,6,1.12192809489,1,5.075,5.075,5.075,1,1.0,1.0,0,0.0,0.0,1,6,1,0,6,0.642857142857,3.0,5.0
contingent credit facilities,fasilitas kredit kontigen,13,406.662,31.2816923077,32.769,23,1.76923076923,2.0,1,0.0769230769231,0.0,3,28,13,10,3,3.0,26.6923076923,4,3,26,3.08505510276,1,34.407,34.407,34.407,2,2.0,2.0,0,0.0,0.0,3,25,1,0,18,0.578571428571,1.0,3.0
disaster-resistant water supply system,sistem penyediaan air yang tahan terhadap bencana,12,351.005,29.2504166667,24.797,21,1.75,2.0,1,0.0833333333333,0.0,4,38,12,11,3,5.33333333333,36.5,2,5,32,3.41829583405,1,28.582,28.582,28.582,2,2.0,2.0,0,0.0,0.0,7,49,1,0,38,0.589366272825,3.0,5.0
typhoons,badai taifun,17,203.445,11.9673529412,7.558,31,1.82352941176,2.0,2,0.117647058824,0.0,1,8,17,6,1,1.58823529412,8.70588235294,8,2,11,1.99277810746,1,6.641,6.641,6.641,2,2.0,2.0,0,0.0,0.0,2,12,1,0,12,0.402777777778,3.0,5.0
exposed assets,aset yang dipaparkan,19,507.152,26.6922105263,23.589,29,1.52631578947,2.0,5,0.263157894737,0.0,2,14,19,15,2,2.78947368421,17.7894736842,3,3,18,3.7871439607,1,63.61,63.61,63.61,2,2.0,2.0,0,0.0,0.0,3,20,1,0,17,0.465079365079,1.0,3.0
registered children,anak terdafttar,23,447.092,19.4387826087,10.063,39,1.69565217391,2.0,2,0.0869565217391,0.0,2,19,23,9,1,2.73913043478,20.3043478261,8,3,24,2.81977383503,1,9.361,9.361,9.361,0,0.0,0.0,1,1.0,1.0,2,15,1,0,14,0.46081871345,3.0,5.0
capacity building,kapasitas pembangunan,16,221.501,13.8438125,12.329,28,1.75,2.0,3,0.1875,0.0,2,17,16,8,1,2.0625,20.0,6,2,21,2.60845859334,1,11.668,11.668,11.668,2,2.0,2.0,0,0.0,0.0,2,21,1,0,14,0.654808590103,3.0,2.0
responders killed,penanggap terbunuh,21,674.332,32.111047619,17.293,35,1.66666666667,2.0,4,0.190476190476,0.0,2,17,21,13,1,2.28571428571,18.4761904762,8,2,18,3.15422218468,1,88.005,88.005,88.005,2,2.0,2.0,0,0.0,0.0,2,18,1,0,16,0.450980392157,1.0,3.0
cooked rations,ransum yang sudah dimasak,16,584.389,36.5243125,31.042,21,1.3125,1.0,9,0.5625,0.0,2,14,16,14,1,2.6875,17.1875,3,3,18,3.70281953111,1,10.292,10.292,10.292,1,1.0,1.0,1,1.0,1.0,4,25,1,0,21,0.450476190476,3.0,4.0
malnourished child,anak yang menderita busung lapar,21,459.403,21.8763333333,13.266,42,2.0,2.0,0,0.0,0.0,2,18,21,8,1,3.04761904762,18.7142857143,9,3,16,2.42640254111,1,106.335,106.335,106.335,2,2.0,2.0,0,0.0,0.0,5,32,1,0,26,0.489351851852,3.0,4.0
clearance of mines,pembebasan ranjau,21,508.655,24.2216666667,20.132,34,1.61904761905,2.0,6,0.285714285714,0.0,3,18,21,12,1,2.19047619048,19.0476190476,8,2,19,3.05898408945,2,78.275,39.1375,39.1375,3,1.5,1.5,1,0.5,0.5,2,17,2,0,16,0.555010893246,1.0,3.0
cash for work,uang tunai untuk pekerjaan,17,314.508,18.5004705882,13.33,25,1.47058823529,2.0,7,0.411764705882,0.0,3,13,17,15,0,2.64705882353,15.4705882353,2,1,4,3.8521687236,1,13.33,13.33,13.33,2,2.0,2.0,0,0.0,0.0,4,26,1,0,22,0.458974358974,1.0,3.0
re-building capacity,memuat ulang kapasitas,15,287.942,19.1961333333,15.51,25,1.66666666667,2.0,4,0.266666666667,0.0,2,20,15,9,2,3.0,26.5333333333,5,3,27,2.86624789731,1,23.317,23.317,23.317,2,2.0,2.0,0,0.0,0.0,3,22,1,0,13,0.592424242424,3.0,1.0
GDP,produk domestik bruto,18,357.28,19.8488888889,14.0085,29,1.61111111111,2.0,3,0.166666666667,0.0,1,3,18,10,0,2.22222222222,14.4444444444,6,1,3,,3,37.563,12.521,10.681,5,1.66666666667,2.0,1,0.333333333333,0.0,3,21,3,0,20,0.420634920635,,5.0
representative governance structures,struktur kepemerintahan perwakilan,16,544.606,34.037875,29.864,25,1.5625,2.0,4,0.25,0.0,3,36,16,10,3,3.4375,34.5,5,4,40,3.02439747035,1,113.1,113.1,113.1,2,2.0,2.0,0,0.0,0.0,3,34,1,0,29,0.590802987862,1.0,3.0
compassion,perasaan terharu,13,268.512,20.6547692308,17.828,19,1.46153846154,2.0,6,0.461538461538,0.0,1,10,13,5,1,1.76923076923,9.84615384615,8,2,11,1.70043971814,1,38.932,38.932,38.932,1,1.0,1.0,0,0.0,0.0,2,16,1,0,15,0.55,3.0,5.0
release toxins,mengeluarkan racun-racun,22,271.15,12.325,9.5,41,1.86363636364,2.0,1,0.0454545454545,0.0,2,14,22,9,2,2.13636363636,17.1363636364,8,2,16,2.5726236639,1,11.37,11.37,11.37,2,2.0,2.0,0,0.0,0.0,2,24,1,0,19,0.454365079365,3.0,5.0
submitted,terkirim,18,311.285,17.2936111111,11.391,34,1.88888888889,2.0,1,0.0555555555556,0.0,1,9,18,7,1,1.0,9.66666666667,7,1,10,2.4387439204,1,12.622,12.622,12.622,1,1.0,1.0,0,0.0,0.0,1,8,1,0,8,0.412037037037,3.0,5.0
major diseases endemic,wabah penyakit besar,15,457.731,30.5154,23.493,26,1.73333333333,2.0,3,0.2,0.0,3,22,15,11,2,3.13333333333,22.2,3,3,22,3.3232314288,1,7.129,7.129,7.129,2,2.0,2.0,0,0.0,0.0,3,20,1,0,17,0.471548821549,3.0,1.0
sentinel surveillance,pengawasan petugas,12,474.201,39.51675,36.9675,16,1.33333333333,1.0,7,0.583333333333,1.0,2,21,12,7,2,1.83333333333,16.75,3,1,10,2.62581458369,1,23.075,23.075,23.075,2,2.0,2.0,0,0.0,0.0,2,18,1,0,17,0.531746031746,1.0,3.0
epidemic measures,tindakan menumpang,20,554.484,27.7242,19.325,33,1.65,2.0,6,0.3,0.0,2,17,17,13,2,2.0,16.15,3,2,15,3.61780968437,1,24.263,24.263,24.263,0,0.0,0.0,1,1.0,1.0,2,18,1,0,14,0.51334422658,1.0,1.0
governmental organizations,lsm,22,399.383,18.1537727273,12.6125,37,1.68181818182,2.0,3,0.136363636364,0.0,2,26,22,7,2,2.0,22.4090909091,10,2,23,2.0562150094,1,39.597,39.597,39.597,0,0.0,0.0,1,1.0,1.0,1,3,1,0,25,0.41452991453,3.0,1.0
release toxins,racun yang dikeluarkan,22,271.15,12.325,9.5,41,1.86363636364,2.0,1,0.0454545454545,0.0,2,14,22,9,2,2.13636363636,17.1363636364,8,2,16,2.5726236639,1,21.627,21.627,21.627,2,2.0,2.0,0,0.0,0.0,3,22,1,0,19,0.511544011544,3.0,5.0
emotionally wrenching,emosi yang memilukan,14,386.326,27.5947142857,25.935,25,1.78571428571,2.0,3,0.214285714286,0.0,2,21,14,8,2,2.64285714286,22.4285714286,6,3,26,2.55665670746,1,29.214,29.214,29.214,2,2.0,2.0,0,0.0,0.0,3,20,1,0,15,0.612698412698,1.0,4.0
communal shelters,tempat lindung bersama,14,419.842,29.9887142857,21.4655,21,1.5,2.0,4,0.285714285714,0.0,2,17,14,8,2,2.71428571429,21.9285714286,4,3,26,2.6644977792,1,11.393,11.393,11.393,1,1.0,1.0,0,0.0,0.0,3,22,1,0,17,0.564171122995,3.0,4.0
subliminal message,pesan di bawah sadar,14,554.666,39.619,27.4385,22,1.57142857143,2.0,4,0.285714285714,0.0,2,18,14,7,1,2.71428571429,17.7142857143,5,2,16,2.40666631674,1,35.45,35.45,35.45,2,2.0,2.0,0,0.0,0.0,4,20,1,0,17,0.489814814815,3.0,5.0
tropical cyclone,angin siklon tropis,16,343.814,21.488375,14.703,30,1.875,2.0,1,0.0625,0.0,2,16,16,8,2,2.3125,13.875,8,2,12,2.55805107654,1,11.542,11.542,11.542,2,2.0,2.0,0,0.0,0.0,3,19,1,0,17,0.506735588972,3.0,5.0
natural biological degradation processes,proses alami penguraian secara biologi,13,553.842,42.6032307692,36.731,21,1.61538461538,2.0,2,0.153846153846,0.0,4,40,13,10,4,4.15384615385,32.1538461538,4,4,31,3.08505510276,1,108.387,108.387,108.387,2,2.0,2.0,0,0.0,0.0,5,38,1,0,34,0.679960677556,3.0,2.0
food assistance,"bantuan pangan, bantuan makanan",18,262.386,14.577,11.268,34,1.88888888889,2.0,1,0.0555555555556,0.0,2,15,18,7,1,2.11111111111,16.0555555556,11,2,15,1.94471679005,1,11.375,11.375,11.375,2,2.0,2.0,0,0.0,0.0,4,31,1,0,26,0.431541218638,3.0,5.0
continued breastfeeding,lanjut menyusui,14,299.512,21.3937142857,13.3225,23,1.64285714286,2.0,2,0.142857142857,0.0,2,23,14,10,2,2.21428571429,18.9285714286,2,3,27,3.23592635063,1,30.721,30.721,30.721,1,1.0,1.0,0,0.0,0.0,2,15,1,0,18,0.502053140097,3.0,4.0
underlying disaster risk factors,faktor risiko bencana yang mendasarinya,14,637.772,45.5551428571,32.029,23,1.64285714286,2.0,3,0.214285714286,0.0,4,32,14,12,3,4.42857142857,32.2142857143,2,5,35,3.52164063634,2,41.94,20.97,20.97,3,1.5,1.5,1,0.5,0.5,5,39,2,0,33,0.610077573393,,4.0
engineering technique,teknik perekayasaan,22,624.19,28.3722727273,22.773,23,1.04545454545,1.0,18,0.818181818182,1.0,2,21,22,14,2,1.95454545455,14.0,5,2,15,3.53377125606,1,13.101,13.101,13.101,1,1.0,1.0,1,1.0,1.0,2,19,1,0,18,0.559001670844,3.0,3.0
bushfire,kebakaran semak dan hutan,15,353.245,23.5496666667,18.668,25,1.66666666667,2.0,3,0.2,0.0,1,8,15,9,1,2.13333333333,15.2666666667,5,2,13,2.97721700146,1,25.719,25.719,25.719,2,2.0,2.0,0,0.0,0.0,4,25,1,0,22,0.47,2.0,5.0
unusually mild,tidak selalu selembut ini,9,276.177,30.6863333333,26.19,10,1.11111111111,1.0,6,0.666666666667,1.0,2,14,9,4,1,2.44444444444,15.4444444444,6,2,13,1.44661666763,1,21.948,21.948,21.948,1,1.0,1.0,1,1.0,1.0,4,25,1,0,20,0.571428571429,1.0,1.0
travelers,turis,18,290.091,16.1161666667,9.0115,31,1.72222222222,2.0,2,0.111111111111,0.0,1,9,18,5,1,1.0,8.83333333333,12,1,9,1.51578958417,1,4.144,4.144,4.144,1,1.0,1.0,1,1.0,1.0,1,5,1,0,7,0.540740740741,3.0,5.0
responders,partisipan,16,303.478,18.967375,8.995,26,1.625,2.0,3,0.1875,0.0,1,10,16,9,1,1.0625,9.3125,7,1,9,2.6467822216,1,45.042,45.042,45.042,2,2.0,2.0,0,0.0,0.0,1,10,1,0,10,0.516666666667,1.0,1.0
capacity growth,kapasitas tumbuh,20,284.739,14.23695,13.1185,37,1.85,2.0,1,0.05,0.0,2,15,20,7,1,2.0,20.4,10,2,21,2.16096404744,1,20.341,20.341,20.341,2,2.0,2.0,0,0.0,0.0,2,16,1,0,9,0.677777777778,3.0,3.0
possible harm,bahaya yang mungkin terjadi,22,576.424,26.2010909091,24.1215,36,1.63636363636,2.0,2,0.0909090909091,0.0,2,13,22,11,0,2.27272727273,19.5,9,2,18,2.88991684532,1,11.53,11.53,11.53,2,2.0,2.0,0,0.0,0.0,4,27,1,0,24,0.450142450142,3.0,5.0
increased water scarcity,meningkatkan kelangkaan air,18,493.005,27.3891666667,20.267,27,1.5,2.0,3,0.166666666667,0.0,3,24,18,11,2,3.33333333333,27.8333333333,7,3,26,2.96706475398,1,14.411,14.411,14.411,0,0.0,0.0,1,1.0,1.0,3,27,1,0,23,0.537037037037,3.0,5.0
re-building capacity,kapasitas membangung kembali,15,287.942,19.1961333333,15.51,25,1.66666666667,2.0,4,0.266666666667,0.0,2,20,15,9,2,3.0,26.5333333333,5,3,27,2.86624789731,1,13.75,13.75,13.75,0,0.0,0.0,2,2.0,2.0,3,28,1,0,24,0.537301587302,3.0,5.0
shot killed,tembakan terbunuh,14,324.222,23.1587142857,22.506,21,1.5,2.0,4,0.285714285714,0.0,2,11,14,10,0,2.07142857143,15.7857142857,3,2,17,3.18200581476,1,8.885,8.885,8.885,0,0.0,0.0,2,2.0,2.0,2,17,1,0,15,0.449643493761,1.0,3.0
preventive,yang mencegah,15,179.547,11.9698,8.445,28,1.86666666667,2.0,1,0.0666666666667,0.0,1,10,15,4,1,1.06666666667,9.86666666667,11,1,10,1.23664074194,1,14.656,14.656,14.656,2,2.0,2.0,0,0.0,0.0,2,13,1,0,11,0.399145299145,3.0,5.0
specific programmatic actions,aksi-aksi programatis yang spesifik,18,775.824,43.1013333333,32.479,31,1.72222222222,2.0,2,0.111111111111,0.0,3,29,18,12,3,3.33333333333,27.5,4,3,25,3.39214722366,1,8.47,8.47,8.47,2,2.0,2.0,0,0.0,0.0,4,35,1,0,21,0.59232564169,3.0,5.0
video capturing,mengambil video,16,224.416,14.026,11.1125,28,1.75,2.0,3,0.1875,0.0,2,15,16,10,1,2.1875,15.1875,5,2,13,3.02439747035,1,15.278,15.278,15.278,2,2.0,2.0,0,0.0,0.0,2,15,1,0,15,0.422222222222,1.0,3.0
increase in temperature,penurunan temperatur,20,335.944,16.7972,10.58,36,1.8,2.0,3,0.15,0.0,3,23,20,9,2,2.2,16.05,7,2,13,2.56386512195,1,8.745,8.745,8.745,1,1.0,1.0,1,1.0,1.0,2,20,1,0,10,0.727717391304,3.0,1.0
field hospital,rumah sakit sementara,14,251.813,17.9866428571,15.3605,22,1.57142857143,2.0,5,0.357142857143,0.0,2,14,14,6,0,3.5,22.2142857143,5,3,20,2.298825245,1,37.947,37.947,37.947,2,2.0,2.0,0,0.0,0.0,3,21,1,0,17,0.460317460317,3.0,5.0
unsustainable uses of natural resources,penggunaan sumber daya alam yang tidak lestari,15,551.06,36.7373333333,32.894,24,1.6,2.0,4,0.266666666667,0.0,5,39,15,10,4,6.33333333333,48.2666666667,4,7,53,3.20281953111,1,34.102,34.102,34.102,2,2.0,2.0,0,0.0,0.0,7,46,1,0,34,0.58737458194,3.0,5.0
multiple capacities,kapasitas berlipat,13,304.188,23.3990769231,20.791,21,1.61538461538,2.0,2,0.153846153846,0.0,2,19,13,8,2,2.23076923077,18.7692307692,5,2,18,2.65354429703,1,15.258,15.258,15.258,1,1.0,1.0,0,0.0,0.0,2,18,1,0,17,0.608807371965,3.0,5.0
EMTS,tenaga medis darurat,10,339.838,33.9838,23.9105,14,1.4,1.5,4,0.4,0.0,1,4,10,6,0,1.7,11.4,3,1,4,,1,26.53,26.53,26.53,2,2.0,2.0,0,0.0,0.0,3,20,1,0,17,0.65,,5.0
declining ecosystems,ekosistem yang menurun,11,425.896,38.7178181818,16.85,20,1.81818181818,2.0,1,0.0909090909091,0.0,2,20,11,8,2,2.45454545455,22.0909090909,2,2,20,2.91397707318,2,17.175,8.5875,8.5875,3,1.5,1.5,1,0.5,0.5,3,22,2,0,20,0.65974025974,3.0,4.0
confirmed dead,jumlah angka kematian yang telah dikonfirmasi,15,245.741,16.3827333333,14.15,28,1.86666666667,2.0,2,0.133333333333,0.0,2,14,15,9,1,2.33333333333,21.4666666667,4,2,22,2.9232314288,1,24.363,24.363,24.363,2,2.0,2.0,0,0.0,0.0,6,45,1,0,39,0.458068783069,2.0,5.0
affected tornado,pengaruh dari tornado,7,169.458,24.2082857143,12.508,11,1.57142857143,2.0,2,0.285714285714,0.0,2,16,7,5,2,2.42857142857,18.8571428571,3,2,15,2.12808527889,1,77.843,77.843,77.843,2,2.0,2.0,0,0.0,0.0,3,21,1,0,12,0.615891053391,1.0,3.0
volcanic eruption material,serpihan erupsi gunung vulkanik,19,575.024,30.2644210526,25.521,35,1.84210526316,2.0,2,0.105263157895,0.0,3,26,19,12,3,3.47368421053,25.6315789474,4,3,24,3.36609132912,1,50.172,50.172,50.172,2,2.0,2.0,0,0.0,0.0,4,31,1,0,23,0.543837882548,3.0,4.0
marathon explosions,ledakan bertubi-tubi,14,185.16,13.2257142857,12.0905,24,1.71428571429,2.0,2,0.142857142857,0.0,2,19,14,6,1,2.0,16.7857142857,5,2,16,2.26380917388,1,12.165,12.165,12.165,2,2.0,2.0,0,0.0,0.0,2,20,1,0,17,0.48201754386,1.0,3.0
seismic,berkenaan dgn gempa bumi,16,296.611,18.5381875,15.248,31,1.9375,2.0,0,0.0,0.0,1,7,16,5,1,1.5,10.3125,12,1,7,1.55690107604,1,20.147,20.147,20.147,2,2.0,2.0,0,0.0,0.0,4,24,1,0,22,0.394841269841,3.0,5.0
private voluntary organizations,organisasi sukarela independen,15,329.495,21.9663333333,15.463,24,1.6,2.0,5,0.333333333333,0.0,3,31,15,12,3,3.2,28.4666666667,3,3,26,3.45656476213,1,13.477,13.477,13.477,0,0.0,0.0,2,2.0,2.0,3,30,1,0,26,0.5972520908,3.0,2.0
nonprofits,tidak mengambil keuntungan,18,323.964,17.998,14.3135,34,1.88888888889,2.0,1,0.0555555555556,0.0,1,10,18,10,1,1.94444444444,15.0555555556,6,1,7,2.93299930664,1,13.027,13.027,13.027,2,2.0,2.0,0,0.0,0.0,3,26,1,0,23,0.360683760684,3.0,5.0
business assets,modal bisnis,16,150.769,9.4230625,6.79,30,1.875,2.0,0,0.0,0.0,2,15,16,5,1,1.9375,10.6875,11,2,11,1.49664076219,1,19.437,19.437,19.437,2,2.0,2.0,0,0.0,0.0,2,12,1,0,12,0.540476190476,3.0,1.0
effecting,berdampak,21,369.554,17.5978095238,10.419,32,1.52380952381,2.0,7,0.333333333333,0.0,1,9,21,7,1,1.04761904762,11.2380952381,13,1,12,1.91109283536,1,5.246,5.246,5.246,2,2.0,2.0,0,0.0,0.0,1,9,1,0,9,0.407407407407,1.0,1.0
affected areas,area yang terpeangaruh,13,154.487,11.8836153846,8.35,20,1.53846153846,2.0,2,0.153846153846,0.0,2,14,13,8,2,2.69230769231,18.6923076923,3,2,14,2.81507241012,1,30.709,30.709,30.709,0,0.0,0.0,1,1.0,1.0,3,22,1,0,17,0.609908609909,3.0,5.0
twin towers collapsing,rubuhnya menara kembar,12,214.874,17.9061666667,13.8505,22,1.83333333333,2.0,1,0.0833333333333,0.0,3,22,12,6,2,3.0,22.0,4,3,20,2.25162916739,1,33.519,33.519,33.519,2,2.0,2.0,0,0.0,0.0,3,22,1,0,21,0.402597402597,3.0,5.0
weather-wise,ahli memperkirakan perubahan cuaca,16,516.122,32.257625,21.4945,25,1.5625,2.0,5,0.3125,0.0,1,12,16,14,1,3.1875,24.125,2,3,28,3.75,1,86.287,86.287,86.287,2,2.0,2.0,0,0.0,0.0,4,34,1,0,30,0.50116713352,2.0,5.0
increased risk of flooding,kenaikan risiko banjir,17,334.679,19.687,13.802,29,1.70588235294,2.0,2,0.117647058824,0.0,4,26,17,13,2,3.29411764706,26.7647058824,3,3,25,3.52806431158,1,15.952,15.952,15.952,2,2.0,2.0,0,0.0,0.0,3,22,1,0,18,0.582084582085,3.0,5.0
arbitrarily,semaunya,13,241.949,18.6114615385,17.917,20,1.53846153846,2.0,2,0.153846153846,0.0,1,11,13,7,1,1.23076923077,13.9230769231,6,1,15,2.35353394858,1,32.168,32.168,32.168,1,1.0,1.0,1,1.0,1.0,1,8,1,0,10,0.438131313131,3.0,4.0
dealing hurricane,mengurusi badai,10,339.081,33.9081,23.0185,18,1.8,2.0,1,0.1,0.0,2,17,10,7,2,2.3,17.3,4,2,16,2.73215889136,1,39.024,39.024,39.024,2,2.0,2.0,0,0.0,0.0,2,15,1,0,13,0.56165577342,1.0,2.0
hazard-prone areas.,daerah yang rawan bahaya,10,139.229,13.9229,13.4715,20,2.0,2.0,0,0.0,0.0,2,19,10,8,2,3.1,19.8,3,3,19,2.84643934467,1,10.19,10.19,10.19,2,2.0,2.0,0,0.0,0.0,4,24,1,0,19,0.557881446039,3.0,5.0
sustainable development goals,tujuan pengembangan yang berkelanjutan,17,458.41,26.9652941176,19.172,32,1.88235294118,2.0,1,0.0588235294118,0.0,3,29,17,4,2,3.05882352941,32.5294117647,12,3,32,1.51578958417,1,58.688,58.688,58.688,2,2.0,2.0,0,0.0,0.0,4,38,1,0,32,0.595583787054,3.0,5.0
local technologies,teknologi-teknologi lokal,15,247.377,16.4918,9.423,27,1.8,2.0,0,0.0,0.0,2,18,15,3,2,2.0,16.0666666667,12,2,15,0.905587261698,1,12.244,12.244,12.244,2,2.0,2.0,0,0.0,0.0,2,25,1,0,17,0.548888888889,3.0,5.0
safe drinking-water,air aman untuk diminum,25,406.99,16.2796,10.755,43,1.72,2.0,1,0.04,0.0,2,19,25,10,1,3.8,19.28,8,4,19,2.83907957062,1,7.383,7.383,7.383,2,2.0,2.0,0,0.0,0.0,4,22,1,0,19,0.571770334928,3.0,5.0
probable,kemungkinam,18,285.388,15.8548888889,11.2305,27,1.5,2.0,5,0.277777777778,0.0,1,8,18,5,1,1.0,9.61111111111,7,1,7,1.87531561762,1,11.296,11.296,11.296,0,0.0,0.0,2,2.0,2.0,1,11,1,0,11,0.0,3.0,5.0
