source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
supplies waters,air persediaan,17,290.58,17.0929411765,12.39,32,1.88235294118,2.0,1,0.0588235294118,0.0,2,15,17,8,2,2.05882352941,13.6470588235,7,2,14,2.70290433719,1,10.746,10.746,10.746,2,2.0,2.0,0,0.0,0.0,2,14,1,0,14,0.512698412698,3.0,3.0
radio protocols,aturan radio,18,207.816,11.5453333333,7.673,30,1.66666666667,2.0,2,0.111111111111,0.0,2,15,18,3,1,2.0,13.8888888889,16,2,14,0.614369445887,1,20.711,20.711,20.711,1,1.0,1.0,0,0.0,0.0,2,12,1,0,13,0.516666666667,3.0,5.0
emergency health kit,peralatan darurat medis,17,410.972,24.1748235294,16.321,32,1.88235294118,2.0,2,0.117647058824,0.0,3,20,17,13,1,2.94117647059,21.5294117647,3,3,22,3.52806431158,1,17.22,17.22,17.22,2,2.0,2.0,0,0.0,0.0,3,23,1,0,19,0.585177865613,3.0,5.0
self-settled camps,pengungsian yang stabil,9,265.178,29.4642222222,21.68,16,1.77777777778,2.0,1,0.111111111111,0.0,2,18,9,7,1,2.44444444444,18.1111111111,3,2,12,2.84643934467,1,13.192,13.192,13.192,2,2.0,2.0,0,0.0,0.0,3,23,1,0,19,0.420289855072,2.0,3.0
debris,"sampah, limbah",16,177.381,11.0863125,9.628,28,1.75,2.0,0,0.0,0.0,1,6,16,5,1,1.0625,8.25,7,1,5,1.92117969195,1,4.979,4.979,4.979,2,2.0,2.0,0,0.0,0.0,2,14,1,0,13,0.325396825397,3.0,3.0
donate tornado,donasi untuk korban bencana tornado,9,150.625,16.7361111111,13.097,13,1.44444444444,1.0,2,0.222222222222,0.0,2,14,9,7,2,2.77777777778,22.6666666667,3,2,21,2.84643934467,1,39.99,39.99,39.99,2,2.0,2.0,0,0.0,0.0,5,35,1,0,21,0.677777777778,1.0,3.0
sufficient warning,cukup larangan,20,410.775,20.53875,12.853,28,1.4,1.5,4,0.2,0.0,2,18,20,9,2,2.8,20.45,12,3,21,2.17095059445,1,60.687,60.687,60.687,0,0.0,0.0,1,1.0,1.0,2,14,1,0,14,0.505291005291,3.0,1.0
cautions,awas,19,208.206,10.9582105263,10.617,33,1.73684210526,2.0,3,0.157894736842,0.0,1,8,19,6,1,1.10526315789,9.78947368421,8,1,10,2.20819659228,1,8.107,8.107,8.107,2,2.0,2.0,0,0.0,0.0,1,4,1,0,6,0.458333333333,3.0,5.0
data sharing,penyebaran data,14,230.299,16.4499285714,10.2845,24,1.71428571429,2.0,2,0.142857142857,0.0,2,12,14,6,2,2.14285714286,13.7857142857,7,2,12,2.06404263945,1,31.591,31.591,31.591,1,1.0,1.0,1,1.0,1.0,2,15,1,0,13,0.522222222222,3.0,1.0
risk-bearing entities,entitas berisiko,7,245.295,35.0421428571,23.314,13,1.85714285714,2.0,1,0.142857142857,0.0,2,21,7,7,2,3.0,22.7142857143,1,3,25,2.80735492206,1,22.372,22.372,22.372,2,2.0,2.0,0,0.0,0.0,2,16,1,0,17,0.607142857143,1.0,1.0
volunteer tutors,pengajar relawan,18,497.395,27.6330555556,17.639,29,1.61111111111,2.0,3,0.166666666667,0.0,2,16,18,13,2,2.0,15.2777777778,3,2,16,3.57243125132,1,9.703,9.703,9.703,2,2.0,2.0,0,0.0,0.0,2,16,1,0,15,0.416666666667,3.0,5.0
non government organization (NGO),lembaga swadaya pemerintah,18,367.758,20.431,16.6815,33,1.83333333333,2.0,2,0.111111111111,0.0,4,33,18,9,1,3.0,26.1666666667,5,3,25,,1,14.924,14.924,14.924,2,2.0,2.0,0,0.0,0.0,3,26,1,0,29,0.441724941725,,5.0
daring rescue,penyelamatan,15,403.039,26.8692666667,21.511,23,1.53333333333,2.0,6,0.4,0.0,2,13,15,11,2,2.73333333333,23.8666666667,3,3,24,3.3232314288,2,18.848,9.424,9.424,0,0.0,0.0,4,2.0,2.0,1,12,2,0,13,0.382478632479,3.0,3.0
truss bridges,jembatan truss,10,367.663,36.7663,31.857,14,1.4,1.0,5,0.5,0.5,2,13,10,9,0,2.2,17.7,2,2,14,3.12192809489,1,22.062,22.062,22.062,1,1.0,1.0,0,0.0,0.0,2,14,1,0,13,0.513919413919,1.0,3.0
massive explosion,ledakan dashyat,27,342.456,12.6835555556,8.649,49,1.81481481481,2.0,0,0.0,0.0,2,17,27,7,2,2.18518518519,14.4814814815,18,2,13,1.67864120491,1,4.009,4.009,4.009,2,2.0,2.0,0,0.0,0.0,2,15,1,0,16,0.333986928105,3.0,5.0
stakeholders,pemilik kepentingan,12,192.455,16.0379166667,13.0765,18,1.5,2.0,5,0.416666666667,0.0,1,12,12,8,1,1.91666666667,16.3333333333,4,2,14,2.75162916739,1,19.371,19.371,19.371,2,2.0,2.0,0,0.0,0.0,2,19,1,0,17,0.431286549708,3.0,5.0
public shelters,pengungsian umum,21,532.755,25.3692857143,14.947,34,1.61904761905,2.0,3,0.142857142857,0.0,2,15,21,16,1,2.66666666667,20.8571428571,5,3,23,3.74423930495,1,15.201,15.201,15.201,1,1.0,1.0,0,0.0,0.0,2,16,1,0,14,0.481944444444,3.0,5.0
tripping hazard,terkait dengan bahaya,11,293.289,26.6626363636,21.611,18,1.63636363636,2.0,2,0.181818181818,0.0,2,15,11,6,2,2.09090909091,16.8181818182,6,2,17,2.04945207279,1,42.715,42.715,42.715,2,2.0,2.0,0,0.0,0.0,3,21,1,0,13,0.614285714286,1.0,1.0
existing hazards,risiko nyata,11,174.993,15.9084545455,17.323,22,2.0,2.0,0,0.0,0.0,2,16,11,3,2,3.0,15.2727272727,9,3,15,0.865856617457,1,27.744,27.744,27.744,2,2.0,2.0,0,0.0,0.0,2,12,1,0,11,0.638888888889,3.0,1.0
germination rates,tingkat kuman,10,326.837,32.6837,28.8905,16,1.6,2.0,4,0.4,0.0,2,17,10,6,1,2.1,19.3,4,2,21,2.32192809489,1,9.01,9.01,9.01,1,1.0,1.0,1,1.0,1.0,2,13,1,0,14,0.59242500419,1.0,1.0
emerging priority fields,lingkup prioritas gawat,11,387.833,35.2575454545,33.859,16,1.45454545455,2.0,5,0.454545454545,0.0,3,24,11,10,2,3.36363636364,26.0909090909,2,4,28,3.41829583405,1,38.448,38.448,38.448,2,2.0,2.0,0,0.0,0.0,3,23,1,0,15,0.587819185645,2.0,1.0
love prayers,suka berdoa,10,187.168,18.7168,8.731,13,1.3,1.0,5,0.5,0.5,2,12,10,8,0,2.2,11.2,3,2,9,2.84643934467,1,8.131,8.131,8.131,2,2.0,2.0,0,0.0,0.0,2,11,1,0,11,0.482323232323,1.0,3.0
dehydration and shock,dehidrasi dan kejut,25,602.962,24.11848,18.424,41,1.64,2.0,4,0.16,0.0,3,21,25,10,1,3.0,19.8,9,3,18,2.71829757028,1,12.314,12.314,12.314,2,2.0,2.0,0,0.0,0.0,3,19,1,0,11,0.705931495405,3.0,5.0
cautiously,berhati - hati,17,400.091,23.5347647059,16.774,32,1.88235294118,2.0,1,0.0588235294118,0.0,1,10,17,7,1,1.41176470588,11.4705882353,8,1,9,2.27835181171,1,11.194,11.194,11.194,2,2.0,2.0,0,0.0,0.0,3,14,1,0,12,0.504761904762,3.0,5.0
damages,sejumlah bahaya,16,186.456,11.6535,9.899,27,1.6875,2.0,3,0.1875,0.0,1,7,16,5,1,1.25,10.0,10,1,9,1.62661447181,1,16.19,16.19,16.19,2,2.0,2.0,0,0.0,0.0,2,15,1,0,13,0.446031746032,3.0,5.0
sexual violence,kekerasan sexual,15,253.077,16.8718,9.118,29,1.93333333333,2.0,0,0.0,0.0,2,15,15,3,2,2.0,16.9333333333,12,2,17,0.905587261698,1,27.542,27.542,27.542,1,1.0,1.0,0,0.0,0.0,2,16,1,0,14,0.491865079365,3.0,5.0
fire flood,kebakaran,13,124.902,9.60784615385,6.794,18,1.38461538462,1.0,3,0.230769230769,0.0,2,10,13,4,0,2.07692307692,11.4615384615,10,2,10,1.14511041438,1,10.102,10.102,10.102,1,1.0,1.0,0,0.0,0.0,1,9,1,0,10,0.307407407407,1.0,3.0
young child feeding,memberi susu anak-anak,13,302.944,23.3033846154,19.493,19,1.46153846154,2.0,5,0.384615384615,0.0,3,19,13,8,1,3.61538461538,22.6153846154,5,4,24,2.65354429703,1,31.22,31.22,31.22,0,0.0,0.0,2,2.0,2.0,3,22,1,0,20,0.418394471026,3.0,2.0
hotline help,bantuan siaga via telpon,14,354.2,25.3,15.5755,25,1.78571428571,2.0,2,0.142857142857,0.0,2,12,14,11,1,2.71428571429,19.3571428571,4,2,15,3.23592635063,1,22.11,22.11,22.11,2,2.0,2.0,0,0.0,0.0,4,24,1,0,18,0.529761904762,3.0,5.0
groups,grup,12,103.351,8.61258333333,6.5925,22,1.83333333333,2.0,1,0.0833333333333,0.0,1,6,12,3,0,1.0,9.91666666667,8,1,8,1.18872187554,1,3.809,3.809,3.809,2,2.0,2.0,0,0.0,0.0,1,4,1,0,2,0.888888888889,3.0,5.0
disaster-related stress,stress yang diakibatkan oleh bencana,12,293.122,24.4268333333,22.3065,22,1.83333333333,2.0,2,0.166666666667,0.0,2,23,12,9,1,3.83333333333,27.75,4,3,21,2.91829583405,1,7.372,7.372,7.372,2,2.0,2.0,0,0.0,0.0,5,36,1,0,30,0.556280193237,2.0,5.0
displacement site managers,manager tempat pengungsi,8,243.998,30.49975,26.5275,16,2.0,2.0,0,0.0,0.0,3,26,8,7,2,3.0,27.375,2,3,28,2.75,1,12.367,12.367,12.367,2,2.0,2.0,0,0.0,0.0,3,24,1,0,21,0.650138260432,3.0,5.0
common diseases in emergencies,penyakit yang sering muncul dalam keadaan darurat,14,452.255,32.3039285714,20.018,26,1.85714285714,2.0,2,0.142857142857,0.0,4,30,14,11,3,5.35714285714,37.5714285714,3,5,35,3.32486295762,1,19.11,19.11,19.11,2,2.0,2.0,0,0.0,0.0,7,49,1,0,40,0.533345267932,3.0,5.0
timely action,tindakan tepat,15,344.402,22.9601333333,14.266,26,1.73333333333,2.0,1,0.0666666666667,0.0,2,13,15,6,2,3.13333333333,20.2,8,3,20,2.04022392894,1,5.07,5.07,5.07,1,1.0,1.0,0,0.0,0.0,2,14,1,0,11,0.518925518926,3.0,4.0
morbidity rates,tingkat wabah,12,309.733,25.8110833333,23.186,18,1.5,2.0,6,0.5,0.0,2,15,12,10,1,2.33333333333,18.25,2,2,17,3.25162916739,1,19.763,19.763,19.763,2,2.0,2.0,0,0.0,0.0,2,13,1,0,12,0.441452991453,2.0,1.0
thoughts prayers,pikiran pendoa,6,171.387,28.5645,24.751,9,1.5,1.5,2,0.333333333333,0.0,2,16,6,5,0,3.0,16.5,2,3,15,2.25162916739,1,48.745,48.745,48.745,1,1.0,1.0,1,1.0,1.0,2,14,1,0,14,0.423214285714,1.0,3.0
renovated,memperbarui,17,235.706,13.8650588235,10.671,32,1.88235294118,2.0,2,0.117647058824,0.0,1,9,17,5,1,1.05882352941,9.94117647059,9,1,10,1.93998247436,1,31.207,31.207,31.207,1,1.0,1.0,1,1.0,1.0,1,11,1,0,9,0.424242424242,3.0,3.0
facing flood,menjumpai banjir,18,286.828,15.9348888889,13.229,35,1.94444444444,2.0,1,0.0555555555556,0.0,2,12,18,6,0,2.0,17.0555555556,13,2,17,1.49738520501,1,20.652,20.652,20.652,2,2.0,2.0,0,0.0,0.0,2,16,1,0,15,0.444444444444,1.0,3.0
excluded children,anak-anak yang disisihkan,11,279.92,25.4472727273,20.135,17,1.54545454545,2.0,3,0.272727272727,0.0,2,17,11,11,1,3.36363636364,24.0,1,4,24,3.45943161864,1,10.241,10.241,10.241,2,2.0,2.0,0,0.0,0.0,3,25,1,0,22,0.43137254902,2.0,5.0
flood claims,pernyataan bencana banjir,17,415.206,24.4238823529,23.47,24,1.41176470588,2.0,9,0.529411764706,0.0,2,12,17,10,0,2.35294117647,16.4705882353,8,2,12,2.67569813537,1,28.735,28.735,28.735,2,2.0,2.0,0,0.0,0.0,3,25,1,0,22,0.345555555556,1.0,3.0
volcanic emissions,pancaran guncangan,20,427.152,21.3576,15.199,33,1.65,2.0,3,0.15,0.0,2,18,20,6,2,2.15,14.6,11,2,14,1.94375195442,1,52.947,52.947,52.947,1,1.0,1.0,0,0.0,0.0,2,18,1,0,15,0.388888888889,3.0,3.0
conservation activities,aktivitas perlindungan,25,463.046,18.52184,14.416,46,1.84,2.0,2,0.08,0.0,2,23,25,8,2,2.04,20.8,9,2,19,2.39662381108,1,11.927,11.927,11.927,2,2.0,2.0,0,0.0,0.0,2,22,1,0,21,0.550175669741,3.0,4.0
tornado damage,bahaya angin tornado,18,357.408,19.856,13.215,32,1.77777777778,2.0,1,0.0555555555556,0.0,2,14,18,12,1,2.94444444444,22.2777777778,7,2,17,3.07817586509,1,19.538,19.538,19.538,2,2.0,2.0,0,0.0,0.0,3,20,1,0,17,0.521428571429,1.0,3.0
immunization,imunisasj,12,80.557,6.71308333333,5.4895,22,1.83333333333,2.0,1,0.0833333333333,0.0,1,12,12,2,1,1.0,9.0,11,1,9,0.413816850304,1,3.79,3.79,3.79,1,1.0,1.0,1,1.0,1.0,1,9,1,0,6,0.722222222222,3.0,5.0
counselling,konselling,18,260.349,14.4638333333,11.6475,31,1.72222222222,2.0,2,0.111111111111,0.0,1,11,18,5,1,1.05555555556,9.61111111111,12,1,9,1.51578958417,1,15.181,15.181,15.181,2,2.0,2.0,0,0.0,0.0,1,10,1,0,2,0.906060606061,3.0,5.0
subsectors,sektor bagian,16,190.439,11.9024375,10.3865,25,1.5625,2.0,4,0.25,0.0,1,10,16,9,1,1.625,10.6875,5,1,9,2.85221700146,2,20.774,10.387,10.387,3,1.5,1.5,1,0.5,0.5,2,13,2,0,11,0.576068376068,3.0,5.0
marathon explosions,ledakan berturut-turut,14,185.16,13.2257142857,12.0905,24,1.71428571429,2.0,2,0.142857142857,0.0,2,19,14,6,1,2.0,16.7857142857,5,2,16,2.26380917388,1,17.609,17.609,17.609,2,2.0,2.0,0,0.0,0.0,2,22,1,0,19,0.419343814081,1.0,3.0
entire crowd,semua orang yang sedang berkerumun,15,311.474,20.7649333333,17.754,28,1.86666666667,2.0,1,0.0666666666667,0.0,2,12,15,5,1,2.13333333333,17.4666666667,8,2,17,1.77355726228,1,71.423,71.423,71.423,2,2.0,2.0,0,0.0,0.0,5,34,1,0,29,0.50116713352,3.0,5.0
Disaster Assistance Response Team (DART),tim tanggap bencana,15,428.207,28.5471333333,23.718,28,1.86666666667,2.0,1,0.0666666666667,0.0,5,40,15,8,3,3.66666666667,24.8666666667,8,4,26,,1,29.528,29.528,29.528,1,1.0,1.0,0,0.0,0.0,3,19,1,0,31,0.552756892231,,4.0
rock falls,batu berjatuhan,15,258.47,17.2313333333,9.421,25,1.66666666667,2.0,4,0.266666666667,0.0,2,10,15,10,0,1.93333333333,11.6666666667,6,2,10,2.87290559532,1,7.26,7.26,7.26,1,1.0,1.0,1,1.0,1.0,2,15,1,0,13,0.277777777778,3.0,5.0
severe flooding,air bah,21,330.144,15.7211428571,11.419,35,1.66666666667,2.0,4,0.190476190476,0.0,2,15,21,8,2,2.19047619048,12.8571428571,14,2,12,1.85408080807,1,27.804,27.804,27.804,2,2.0,2.0,0,0.0,0.0,2,7,1,0,13,0.473015873016,3.0,5.0
alternative aircraft,pesawat udara cadangan,16,463.934,28.995875,15.358,28,1.75,2.0,2,0.125,0.0,2,20,16,7,2,2.3125,19.8125,7,2,18,2.57855199099,1,106.257,106.257,106.257,2,2.0,2.0,0,0.0,0.0,3,22,1,0,19,0.471548821549,3.0,5.0
shutters on windows,tralis,13,375.172,28.8593846154,24.655,21,1.61538461538,2.0,1,0.0769230769231,0.0,3,19,13,9,2,2.0,13.4615384615,4,2,15,2.93120894891,1,31.164,31.164,31.164,0,0.0,0.0,1,1.0,1.0,1,6,1,0,15,0.441520467836,3.0,1.0
preservation,mengawetkan,17,380.977,22.4104117647,18.212,31,1.82352941176,2.0,2,0.117647058824,0.0,1,12,17,7,1,1.05882352941,11.6470588235,8,1,11,2.46132014021,1,6.049,6.049,6.049,1,1.0,1.0,1,1.0,1.0,1,11,1,0,9,0.557070707071,3.0,4.0
essential trauma care,perawatan trauma yang esensial,21,834.123,39.7201428571,27.287,31,1.47619047619,2.0,3,0.142857142857,0.0,3,21,21,14,2,3.33333333333,25.9523809524,6,3,24,3.4273334939,1,15.932,15.932,15.932,2,2.0,2.0,0,0.0,0.0,4,30,1,0,18,0.626984126984,3.0,4.0
coping capacity,kapasitas dinding,20,457.287,22.86435,21.9855,28,1.4,1.5,7,0.35,0.0,2,15,20,11,2,2.1,19.85,8,2,20,2.88418371978,1,40.961,40.961,40.961,1,1.0,1.0,1,1.0,1.0,2,17,1,0,14,0.483286647993,3.0,2.0
cold chain,rantai kaku,17,547.581,32.2106470588,16.407,14,0.823529411765,1.0,18,1.05882352941,1.0,2,10,17,6,0,2.64705882353,18.1176470588,12,2,13,1.55690107604,1,54.372,54.372,54.372,0,0.0,0.0,2,2.0,2.0,2,11,1,0,10,0.413131313131,1.0,1.0
nonimmunized,tida terimunisasi,14,357.988,25.5705714286,13.285,24,1.71428571429,2.0,2,0.142857142857,0.0,1,12,14,5,1,2.14285714286,18.1428571429,10,2,17,1.43454914,1,13.063,13.063,13.063,1,1.0,1.0,1,1.0,1.0,2,17,1,0,13,0.506535947712,3.0,5.0
emergency contraceptive,alat pencegahan darurat,17,450.33,26.49,17.867,27,1.58823529412,2.0,4,0.235294117647,0.0,2,23,17,6,2,2.17647058824,19.8823529412,11,2,19,1.73136002919,1,9.401,9.401,9.401,1,1.0,1.0,1,1.0,1.0,3,23,1,0,20,0.530961791831,2.0,3.0
conflict sensitive planning,perencanaan konflik secara sensitif,21,683.25,32.5357142857,27.291,36,1.71428571429,2.0,4,0.190476190476,0.0,3,27,21,16,3,3.66666666667,31.380952381,3,3,28,3.84423289876,1,15.753,15.753,15.753,1,1.0,1.0,1,1.0,1.0,4,35,1,0,27,0.65405643739,1.0,1.0
training of technical local authorities,pelatihan lembaga teknis daerah,12,331.451,27.6209166667,18.3595,16,1.33333333333,1.0,6,0.5,0.0,5,39,12,10,4,3.83333333333,30.75,2,4,32,3.25162916739,1,60.615,60.615,60.615,1,1.0,1.0,0,0.0,0.0,4,31,1,0,33,0.621563024789,3.0,3.0
identified suspect,korban teridentifikasi,16,382.506,23.906625,19.436,27,1.6875,2.0,1,0.0625,0.0,2,18,16,11,2,2.5625,25.625,4,3,30,3.20281953111,1,16.511,16.511,16.511,2,2.0,2.0,0,0.0,0.0,2,22,1,0,18,0.570707070707,3.0,1.0
nonemergencies,tidak gawat darurat,13,395.688,30.4375384615,22.702,22,1.69230769231,2.0,3,0.230769230769,0.0,1,14,13,9,1,2.61538461538,17.3846153846,4,2,13,2.93120894891,1,32.141,32.141,32.141,1,1.0,1.0,1,1.0,1.0,3,19,1,0,19,0.249373433584,3.0,5.0
massive manhunt,perburuan manusia yg massif,15,374.168,24.9445333333,21.632,27,1.8,2.0,1,0.0666666666667,0.0,2,15,15,9,2,2.73333333333,25.7333333333,4,2,23,2.97355726228,1,21.632,21.632,21.632,1,1.0,1.0,1,1.0,1.0,4,27,1,0,21,0.545679012346,3.0,5.0
individual,individual,19,203.656,10.7187368421,6.518,36,1.89473684211,2.0,1,0.0526315789474,0.0,1,10,19,8,1,1.05263157895,9.0,7,1,8,2.60786122614,1,6.124,6.124,6.124,2,2.0,2.0,0,0.0,0.0,1,10,1,0,0,1.0,3.0,5.0
accurate hazards identification,identifikasi bahaya akurat,13,274.448,21.1113846154,17.453,25,1.92307692308,2.0,1,0.0769230769231,0.0,3,31,13,7,3,3.61538461538,30.1538461538,5,4,31,2.44162987379,3,51.034,17.0113333333,10.918,5,1.66666666667,2.0,1,0.333333333333,0.0,3,26,3,0,27,0.564671215881,3.0,4.0
occupied education facilities,fasilitas pendidikan,11,347.61,31.6009090909,23.993,17,1.54545454545,2.0,4,0.363636363636,0.0,3,29,11,11,3,3.81818181818,32.1818181818,1,4,35,3.45943161864,1,28.615,28.615,28.615,0,0.0,0.0,2,2.0,2.0,2,20,1,0,25,0.571220159151,2.0,2.0
arbitrarily,semaunya,13,241.949,18.6114615385,17.917,20,1.53846153846,2.0,2,0.153846153846,0.0,1,11,13,7,1,1.23076923077,13.9230769231,6,1,15,2.35353394858,1,32.168,32.168,32.168,1,1.0,1.0,1,1.0,1.0,1,8,1,0,10,0.438131313131,3.0,4.0
strong wind,angin ribut,18,190.098,10.561,7.154,31,1.72222222222,2.0,1,0.0555555555556,0.0,2,11,18,4,0,2.05555555556,12.8333333333,14,2,13,1.09753783984,1,31.613,31.613,31.613,1,1.0,1.0,1,1.0,1.0,2,11,1,0,9,0.50303030303,3.0,5.0
common micronutrient deficiencies,kekurangan nutrisi dasar,17,407.538,23.9728235294,20.732,28,1.64705882353,2.0,3,0.176470588235,0.0,3,33,17,10,3,3.64705882353,30.5294117647,5,3,28,2.93395457805,1,41.61,41.61,41.61,2,2.0,2.0,0,0.0,0.0,3,24,1,0,26,0.568278943279,3.0,2.0
ocean wave barriers,pembatas ombak samudra,14,373.576,26.684,25.8125,27,1.92857142857,2.0,1,0.0714285714286,0.0,3,19,14,9,1,2.92857142857,21.3571428571,5,3,23,2.83523774531,1,31.917,31.917,31.917,2,2.0,2.0,0,0.0,0.0,3,22,1,0,18,0.526953748006,3.0,5.0
Niacin Deficiency (Pellagra),kekurangan niasin,8,269.742,33.71775,9.8885,12,1.5,2.0,4,0.5,0.0,3,28,8,6,2,2.5,20.5,3,2,17,,1,7.874,7.874,7.874,2,2.0,2.0,0,0.0,0.0,2,17,1,0,25,0.468798630563,,5.0
land conservation,conservasi lahan,21,265.924,12.663047619,10.156,36,1.71428571429,2.0,5,0.238095238095,0.0,2,17,21,8,1,2.0,16.0476190476,9,2,16,2.29521742195,1,17.186,17.186,17.186,0,0.0,0.0,2,2.0,2.0,2,16,1,0,11,0.679738562092,3.0,4.0
donator,orang yang menyumbang,13,139.9,10.7615384615,7.883,22,1.69230769231,2.0,0,0.0,0.0,1,7,13,4,1,1.23076923077,9.07692307692,9,1,7,1.6266888497,1,20.059,20.059,20.059,2,2.0,2.0,0,0.0,0.0,3,21,1,0,19,0.503968253968,3.0,5.0
good health status,status kesehatan yang bagus,19,265.446,13.9708421053,13.289,36,1.89473684211,2.0,1,0.0526315789474,0.0,3,18,19,6,1,3.47368421053,23.3684210526,8,3,21,1.95048096321,1,22.937,22.937,22.937,2,2.0,2.0,0,0.0,0.0,4,27,1,0,20,0.537037037037,3.0,5.0
donate,mendermakan,20,196.969,9.84845,7.63,32,1.6,2.0,5,0.25,0.0,1,6,20,7,1,1.05,9.7,7,1,10,2.42112747334,1,24.243,24.243,24.243,0,0.0,0.0,1,1.0,1.0,1,11,1,0,9,0.593434343434,3.0,5.0
livestock owners,hak milik,17,329.949,19.4087647059,12.444,28,1.64705882353,2.0,5,0.294117647059,0.0,2,16,17,7,2,2.23529411765,15.4117647059,9,2,14,2.12956798742,1,13.119,13.119,13.119,2,2.0,2.0,0,0.0,0.0,2,9,1,0,14,0.398148148148,3.0,1.0
help tornado,membantu angin topan,13,184.383,14.1833076923,7.905,18,1.38461538462,1.0,4,0.307692307692,0.0,2,12,13,10,1,2.30769230769,17.0,4,2,15,3.23592635063,1,29.656,29.656,29.656,2,2.0,2.0,0,0.0,0.0,3,20,1,0,16,0.488888888889,1.0,3.0
nourishing meals,makanan yang bergizi,16,283.537,17.7210625,14.8515,31,1.9375,2.0,0,0.0,0.0,2,16,16,4,1,2.1875,16.125,13,2,15,0.99339272901,1,6.307,6.307,6.307,2,2.0,2.0,0,0.0,0.0,3,20,1,0,16,0.447222222222,3.0,5.0
recreational sports,olah raga,20,358.844,17.9422,12.9605,33,1.65,2.0,5,0.25,0.0,2,19,20,7,1,2.15,17.7,12,2,17,1.93320621935,1,13.384,13.384,13.384,1,1.0,1.0,0,0.0,0.0,2,9,1,0,16,0.472904483431,1.0,2.0
prospective disaster risk management,prospektif manajemen risiko bencana,9,399.612,44.4013333333,18.948,17,1.88888888889,2.0,1,0.111111111111,0.0,4,36,9,9,3,4.66666666667,37.4444444444,1,5,42,3.16992500144,1,87.187,87.187,87.187,1,1.0,1.0,1,1.0,1.0,4,35,1,0,20,0.719129019129,3.0,1.0
Vitamin A Deficiency (VAD),avitaminosis,19,426.097,22.4261578947,13.429,35,1.84210526316,2.0,1,0.0526315789474,0.0,4,26,19,5,2,2.94736842105,19.8421052632,15,3,20,,1,62.384,62.384,62.384,2,2.0,2.0,0,0.0,0.0,1,12,1,0,19,0.55056980057,,5.0
disaster relief skills,keterampilan penyelamatan bencana,17,532.151,31.303,17.273,29,1.70588235294,2.0,3,0.176470588235,0.0,3,22,17,12,2,3.11764705882,30.0588235294,3,3,28,3.45482239995,1,10.477,10.477,10.477,2,2.0,2.0,0,0.0,0.0,3,33,1,0,28,0.459595959596,3.0,2.0
explosion registered,ledakan yang teridentifikasi,20,482.078,24.1039,18.703,33,1.65,2.0,3,0.15,0.0,2,20,20,13,2,2.45,19.25,8,2,17,3.12192809489,1,44.782,44.782,44.782,1,1.0,1.0,0,0.0,0.0,3,28,1,0,22,0.576556776557,1.0,3.0
disasters texting,bencana texting,22,615.017,27.9553181818,16.0225,36,1.63636363636,2.0,4,0.181818181818,0.0,2,17,18,12,2,2.27272727273,16.0454545455,6,2,13,3.04945207279,1,25.887,25.887,25.887,1,1.0,1.0,0,0.0,0.0,2,15,1,0,9,0.651633986928,1.0,1.0
disaster relief,bantuan bencana alam,17,270.282,15.8989411765,12.413,30,1.76470588235,2.0,1,0.0588235294118,0.0,2,15,17,4,2,2.05882352941,15.8235294118,14,2,15,0.951994081909,1,12.152,12.152,12.152,1,1.0,1.0,0,0.0,0.0,3,20,1,0,18,0.461111111111,3.0,5.0
relief agency capacity,kapasitas lembaga pemulihan,9,182.046,20.2273333333,15.657,16,1.77777777778,2.0,0,0.0,0.0,3,22,9,4,3,3.0,25.8888888889,6,3,25,1.44661666763,1,12.485,12.485,12.485,1,1.0,1.0,0,0.0,0.0,3,27,1,0,23,0.552188552189,3.0,4.0
monetary donations,donasi moneter,21,382.104,18.1954285714,14.409,38,1.80952380952,2.0,1,0.047619047619,0.0,2,18,21,10,2,2.38095238095,16.3333333333,5,2,14,3.06496966178,1,14.409,14.409,14.409,2,2.0,2.0,0,0.0,0.0,2,14,1,0,11,0.589947089947,3.0,1.0
strengthen resilience,memperkuat resiliensi,11,245.348,22.3043636364,16.206,21,1.90909090909,2.0,1,0.0909090909091,0.0,2,21,11,2,2,2.0,20.0909090909,10,2,20,0.439496986922,1,7.724,7.724,7.724,1,1.0,1.0,1,1.0,1.0,2,21,1,0,12,0.592185592186,3.0,5.0
modernization failure,kesalahan modernisasi,26,408.526,15.7125384615,11.841,45,1.73076923077,2.0,2,0.0769230769231,0.0,2,21,26,6,2,2.03846153846,21.0769230769,18,2,21,1.55376519783,3,59.772,19.924,16.485,5,1.66666666667,2.0,1,0.333333333333,0.0,2,21,3,0,19,0.561327561328,3.0,5.0
