source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
micronutrients,gizi mikro,16,259.333,16.2083125,12.2305,27,1.6875,2,3,0.1875,0,1,14,16,7,1,1.25,12,8,1,12,2.202819531,1,6.062,6.062,6.062,1,1,1,1,1,1,2,10,1,0,12,0.485714286,3,5
increases in government debt,meningkatnya hutang pemerintahan,20,401.462,20.0731,18.2335,33,1.65,2,4,0.2,0,4,28,20,9,1,3.15,28.4,6,3,29,2.80869497,1,35.253,35.253,35.253,1,1,1,1,1,1,3,32,1,0,26,0.59515056,3,5
deadly explosion,ledakan mematikan,18,308.626,17.14588889,10.0845,32,1.777777778,2,3,0.166666667,0,2,16,18,4,2,2.277777778,18.11111111,12,2,17,1.335505557,12,187.356,15.613,7.9815,22,1.833333333,2,1,0.083333333,0,2,17,12,1,13,0.615196078,3,5
appeal launched,daya tarik diluncurkan,10,298.482,29.8482,20.5845,12,1.2,1,6,0.6,1,2,15,10,7,1,2.7,20.1,3,3,22,2.646439345,3,46.92,15.64,15.877,4,1.333333333,1,1,0.333333333,0,3,22,3,1,16,0.558585859,1,3
risk assessment,tugas beresiko,19,364.891,19.20478947,12.756,34,1.789473684,2,2,0.105263158,0,2,15,19,10,1,2.105263158,16.52631579,7,2,16,2.792586226,1,13.781,13.781,13.781,2,2,2,0,0,0,2,14,1,0,13,0.498412698,3,2
text redcross,mengirimkan pesan sms ke palang merah,18,519.176,28.84311111,18.4725,30,1.666666667,2,6,0.333333333,0,2,13,18,14,1,4,23.94444444,5,3,16,3.524944975,1,71.057,71.057,71.057,2,2,2,0,0,0,6,37,1,0,32,0.485677986,1,3
good health status,keadaan sehat,19,265.446,13.97084211,13.289,36,1.894736842,2,1,0.052631579,0,3,18,19,6,1,3.473684211,23.36842105,8,3,21,1.950480963,1,17.612,17.612,17.612,1,1,1,0,0,0,2,13,1,0,13,0.51994302,3,4
distribution facilities,pendistribusian fasilitas,17,306.037,18.00217647,9.288,28,1.647058824,2,0,0,0,2,23,17,6,2,2,20.64705882,10,2,20,1.898093374,2,18.903,9.4515,9.4515,3,1.5,1.5,0,0,0,2,25,2,0,8,0.667536232,3,1
humanitarian landscape,bentang kemanusiaan,14,425.187,30.3705,24.7395,22,1.571428571,2,4,0.285714286,0,2,22,14,9,2,1.928571429,19.21428571,5,2,19,2.835237745,1,31.315,31.315,31.315,2,2,2,0,0,0,2,19,1,0,15,0.586788942,1,1
land-use planning laws,undang-undang perencanaan penggunaan lahan,16,424.781,26.5488125,24.663,28,1.75,2,1,0.0625,0,3,22,16,10,2,4.125,36.6875,5,4,42,3.02439747,5,135.554,27.1108,28.713,10,2,2,0,0,0,4,42,5,1,28,0.577741703,3,5
communal shelters,tenda umum,14,419.842,29.98871429,21.4655,21,1.5,2,4,0.285714286,0,2,17,14,8,2,2.714285714,21.92857143,4,3,26,2.664497779,1,14.448,14.448,14.448,2,2,2,0,0,0,2,10,1,0,15,0.484313725,3,2
climate-related disaster risks,bahaya bencana yang berhubungan dengan iklim,19,419.646,22.08663158,18.23,30,1.578947368,2,3,0.157894737,0,3,30,19,10,2,4.421052632,31.47368421,7,4,28,2.792586226,1,24.014,24.014,24.014,1,1,1,0,0,0,6,44,1,0,37,0.473698524,3,5
host communities,host communities,15,395.282,26.35213333,19.083,25,1.666666667,2,3,0.2,0,2,16,15,6,1,2.8,19,9,3,20,1.871602261,1,74.323,74.323,74.323,2,2,2,0,0,0,2,16,1,0,0,1,1,1
meds,obat obatan,14,182.723,13.05164286,11.931,26,1.857142857,2,0,0,0,1,4,14,3,0,1.071428571,9.5,10,1,11,1.094914318,1,18.083,18.083,18.083,2,2,2,0,0,0,2,11,1,0,11,0,3,5
braces major,kawat gigi utama,8,217.036,27.1295,23.0455,12,1.5,2,4,0.5,0,2,12,8,6,0,2.25,14.125,2,2,15,2.5,2,63.093,31.5465,31.5465,3,1.5,1.5,1,0.5,0.5,3,16,2,0,14,0.444444444,2,4
unknown number,jumlah yang tidak diketahui,20,239.707,11.98535,10.502,38,1.9,2,1,0.05,0,2,14,20,8,0,3.35,21.35,6,3,17,2.628212946,1,10.249,10.249,10.249,2,2,2,0,0,0,4,27,1,0,23,0.447442681,3,5
fire explosion,ledakan berapi,21,198.368,9.446095238,8.818,36,1.714285714,2,3,0.142857143,0,2,14,21,7,1,1.857142857,11.14285714,14,2,11,1.758842713,1,11.455,11.455,11.455,2,2,2,0,0,0,2,14,1,0,14,0.571428571,3,5
mobility patterns,pola mobilitas / pergerakan,11,147.868,13.44254545,9.34,22,2,2,0,0,0,2,17,11,5,2,2.181818182,15.45454545,5,2,14,1.971747257,1,29.411,29.411,29.411,2,2,2,0,0,0,4,27,1,0,16,0.637825501,3,5
disaster management plan,rencana penanggulangan bencana,18,384.855,21.38083333,18.235,34,1.888888889,2,2,0.111111111,0,3,24,18,7,2,3.055555556,27.38888889,5,3,27,2.435520504,4,110.739,27.68475,21.8275,8,2,2,0,0,0,3,30,4,0,22,0.5875,3,5
economic costs of damages,biaya ekonomi akibat kerusakan,14,398.897,28.49264286,21.374,20,1.428571429,1.5,3,0.214285714,0,4,25,14,13,2,3.428571429,24.35714286,2,4,28,3.664497779,1,27.208,27.208,27.208,2,2,2,0,0,0,4,30,1,0,23,0.532698413,3,5
community therapeutic care programs,komunitas peduli program terapi,13,570.528,43.88676923,44.97,23,1.769230769,2,1,0.076923077,0,4,35,13,11,3,4.153846154,36.76923077,2,4,35,3.39274741,1,44.97,44.97,44.97,2,2,2,0,0,0,4,31,1,0,24,0.720245776,3,1
security,keamanan,15,110.289,7.3526,7.046,26,1.733333333,2,0,0,0,1,8,15,3,1,1.066666667,8.466666667,13,1,8,0.69984284,13,97.315,7.485769231,7.573,24,1.846153846,2,0,0,0,1,8,13,1,7,0.416666667,3,5
responders,penerima,16,303.478,18.967375,8.995,26,1.625,2,3,0.1875,0,1,10,16,9,1,1.0625,9.3125,7,1,9,2.646782222,1,4.22,4.22,4.22,1,1,1,1,1,1,1,8,1,0,8,0.575,1,3
flood tornado,banjir lokal,16,316.166,19.760375,12.69,26,1.625,2,4,0.25,0,2,13,16,12,1,2.625,16.5,3,2,14,3.452819531,1,71.281,71.281,71.281,1,1,1,1,1,1,2,12,1,0,11,0.463675214,1,1
reinforce community security,memperkuat komunitas keamanan,6,171.27,28.545,26.034,9,1.5,1.5,3,0.5,0.5,3,28,6,4,3,3,29.16666667,3,3,30,2.128085279,1,23.138,23.138,23.138,1,1,1,1,1,1,3,29,1,0,20,0.593861683,2,5
want help,butuh bantuan,16,177.702,11.106375,9.043,29,1.8125,2,1,0.0625,0,2,9,16,8,0,2,16.6875,4,2,13,2.780639062,4,24.606,6.1515,6.0505,7,1.75,2,0,0,0,2,13,4,1,12,0.41025641,3,5
dispersed populations,populasi tersebar,12,261.187,21.76558333,20.8445,20,1.666666667,2,2,0.166666667,0,2,21,12,5,2,2.166666667,18.66666667,6,2,17,1.959147917,6,118.637,19.77283333,18.1245,11,1.833333333,2,0,0,0,2,17,6,1,19,0.572107631,3,5
people dead,orang mati,21,298.847,14.23080952,11.642,36,1.714285714,2,4,0.19047619,0,2,11,21,10,0,2.047619048,14.66666667,6,2,16,2.951143018,4,31.949,7.98725,8.3695,7,1.75,2,1,0.25,0,2,10,4,0,10,0.524242424,2,4
government counterpart,mitra pemerintahan,17,444.624,26.15435294,18.552,32,1.882352941,2,0,0,0,2,22,17,7,1,2.058823529,16.94117647,11,2,16,1.849007088,1,93.461,93.461,93.461,2,2,2,0,0,0,2,18,1,0,18,0.582491582,3,5
culture of preparedness,budaya kesiapan,9,232.731,25.859,16.215,16,1.777777778,2,2,0.222222222,0,3,23,9,4,2,2.111111111,17,4,2,15,1.752715279,4,64.5,16.125,12.462,6,1.5,1.5,2,0.5,0.5,2,15,4,1,18,0.498067633,3,5
harmful practices,praktik berbahaya,20,449.106,22.4553,13.3035,35,1.75,2,3,0.15,0,2,17,20,13,2,2.4,20.3,5,2,17,3.441446071,2,113.82,56.91,56.91,3,1.5,1.5,0,0,0,2,17,2,0,16,0.45751634,3,5
natural biological degradation processes,proses penurunan kualitas lingkungan alam,13,553.842,42.60323077,36.731,21,1.615384615,2,2,0.153846154,0,4,40,13,10,4,4.153846154,32.15384615,4,4,31,3.085055103,1,77.309,77.309,77.309,2,2,2,0,0,0,5,41,1,0,38,0.55257158,3,2
cautioning,memperingatkan,10,181.552,18.1552,18.8455,15,1.5,2,3,0.3,0,1,10,10,6,1,1.1,11.5,4,1,9,2.55034071,2,46.889,23.4445,23.4445,4,2,2,0,0,0,1,14,2,0,12,0.478571429,3,5
non-structural measures,ukuran tidak strukural,13,337.99,25.99923077,18.493,23,1.769230769,2,2,0.153846154,0,2,23,13,7,2,2.692307692,24,4,2,23,2.565448372,1,83.735,83.735,83.735,2,2,2,0,0,0,3,22,1,0,19,0.58168643,1,1
tolerable,toleran,19,299.987,15.78878947,11.127,29,1.526315789,2,7,0.368421053,0,1,9,19,9,1,1.736842105,13.15789474,7,2,17,2.687323068,2,10.773,5.3865,5.3865,3,1.5,1.5,1,0.5,0.5,1,7,2,0,3,0.841269841,3,5
economic factors,faktor ekonomis,18,170.687,9.482611111,8.429,34,1.888888889,2,1,0.055555556,0,2,16,18,4,2,2,16.83333333,10,2,14,1.462755226,1,3.777,3.777,3.777,1,1,1,1,1,1,2,15,1,0,13,0.609722222,3,5
rapid response,reaksi cepat,25,447.41,17.8964,10.39,45,1.8,2,1,0.04,0,2,14,25,11,1,2.12,13.72,6,2,12,3.083074189,1,63.429,63.429,63.429,2,2,2,0,0,0,2,12,1,0,10,0.621031746,3,5
indicator registry mobilization,mobilisasi indikator pendaftaran,13,735.67,56.59,61.13,17,1.307692308,1,7,0.538461538,0,3,31,13,12,3,3.153846154,31.23076923,2,3,29,3.546593564,1,74.517,74.517,74.517,2,2,2,0,0,0,3,32,1,0,26,0.623387097,1,1
functioning of institutions,cara kerja institusi,19,449.546,23.66031579,14.573,33,1.736842105,2,2,0.105263158,0,3,27,19,11,2,2.315789474,19.57894737,4,3,24,3.155565013,1,5.656,5.656,5.656,2,2,2,0,0,0,3,20,1,0,17,0.542592593,3,1
crude mortality rate (CMR),tingkat kematian kasar,15,471.679,31.44526667,31.561,26,1.733333333,2,2,0.133333333,0,4,26,15,8,1,2.933333333,21.2,5,3,22,,5,120.821,24.1642,18.438,9,1.8,2,0,0,0,3,22,5,1,22,0.48951049,,5
preventions,pencegahaan,17,211.116,12.41858824,6.906,31,1.823529412,2,3,0.176470588,0,1,11,17,4,1,1.058823529,10.58823529,14,1,10,0.951994082,1,19.987,19.987,19.987,2,2,2,0,0,0,1,11,1,0,9,0.56969697,3,5
fuel assistance,subsidi bbm,17,343.859,20.227,20.412,31,1.823529412,2,0,0,0,2,15,17,5,1,2.882352941,18.29411765,13,3,19,1.257714822,1,9.34,9.34,9.34,1,1,1,0,0,0,2,11,1,0,12,0.462626263,3,5
explosion fertiliser,kelebihan pupuk,12,335.868,27.989,15.5925,17,1.416666667,1.5,4,0.333333333,0,2,20,12,7,2,2.166666667,14.5,4,2,13,2.522055209,1,11.476,11.476,11.476,1,1,1,0,0,0,2,15,1,0,17,0.557936508,1,3
basic furniture,perkakas dasar,10,285.045,28.5045,25.136,17,1.7,2,2,0.2,0,2,15,10,5,1,2,14.6,4,2,15,2.121928095,2,84.364,42.182,42.182,2,1,1,1,0.5,0.5,2,14,2,0,14,0.43015873,3,5
potential,kemampuan,18,197.732,10.98511111,7.5125,33,1.833333333,2,0,0,0,1,9,18,4,1,1,8.333333333,8,1,7,1.747167197,1,32.687,32.687,32.687,1,1,1,0,0,0,1,9,1,0,8,0.481481481,3,5
resistance,hambatan,18,240.466,13.35922222,9.9375,30,1.666666667,2,4,0.222222222,0,1,10,18,9,1,1.166666667,9.944444444,6,1,10,2.820589857,1,10.556,10.556,10.556,1,1,1,1,1,1,1,8,1,0,7,0.447222222,2,3
long term,jangka panjang,20,224.127,11.20635,7.05,38,1.9,2,0,0,0,2,9,20,2,0,2.1,14.4,19,2,14,0.286396957,19,197.533,10.39647368,6.871,36,1.894736842,2,0,0,0,2,14,19,1,11,0.515873016,3,5
stiffen walls,perkerasan dinding,7,155.253,22.179,24.044,12,1.714285714,2,2,0.285714286,0,2,13,7,5,1,2.571428571,17.14285714,3,3,17,2.128085279,1,30.174,30.174,30.174,2,2,2,0,0,0,2,18,1,0,16,0.420797721,3,5
capacity building,pembangungan kapasitas,16,221.501,13.8438125,12.329,28,1.75,2,3,0.1875,0,2,17,16,8,1,2.0625,20,6,2,21,2.608458593,1,15.977,15.977,15.977,2,2,2,0,0,0,2,22,1,0,19,0.535056447,3,5
sustainable development goals,tujuan pengembangan yang berkelanjutan,17,458.41,26.96529412,19.172,32,1.882352941,2,1,0.058823529,0,3,29,17,4,2,3.058823529,32.52941176,12,3,32,1.515789584,1,58.688,58.688,58.688,2,2,2,0,0,0,4,38,1,0,32,0.595583787,3,5
toll,korban,19,551.586,29.03084211,13.667,27,1.421052632,2,9,0.473684211,0,1,4,19,7,0,1.421052632,8.842105263,10,1,6,2.323219672,10,236.783,23.6783,20.5125,20,2,2,0,0,0,1,6,10,1,5,0.472222222,2,5
subliminal message,pesan terselubung,14,554.666,39.619,27.4385,22,1.571428571,2,4,0.285714286,0,2,18,14,7,1,2.714285714,17.71428571,5,2,16,2.406666317,1,7.86,7.86,7.86,2,2,2,0,0,0,2,17,1,0,17,0.565359477,3,5
explosion fertiliser,pupuk ledakan,12,335.868,27.989,15.5925,17,1.416666667,1.5,4,0.333333333,0,2,20,12,7,2,2.166666667,14.5,4,2,13,2.522055209,3,44.203,14.73433333,11.491,5,1.666666667,2,0,0,0,2,13,3,0,17,0.411538462,1,3
human-induced hazards,bencana buatan manusia,15,406.105,27.07366667,23.204,28,1.866666667,2,1,0.066666667,0,2,21,15,12,2,3.933333333,29.13333333,2,3,25,3.506890596,1,29.069,29.069,29.069,2,2,2,0,0,0,3,22,1,0,18,0.553391053,3,5
nonphysical,bukan bentuk fisis,16,165.346,10.334125,8.537,27,1.6875,2,2,0.125,0,1,11,16,6,1,1.5625,9.8125,8,1,8,2.077819531,1,35.262,35.262,35.262,1,1,1,0,0,0,3,18,1,0,15,0.445286195,,5
volcanic emissions,emisi vulkanis,20,427.152,21.3576,15.199,33,1.65,2,3,0.15,0,2,18,20,6,2,2.15,14.6,11,2,14,1.943751954,3,74.973,24.991,20.484,5,1.666666667,2,1,0.333333333,0,2,14,3,0,15,0.566137566,3,5
predominant breastfeeding,utama menyusui,7,199.701,28.52871429,25.934,11,1.571428571,2,2,0.285714286,0,2,25,7,5,2,2.571428571,18.28571429,2,2,14,2.235926351,2,46.029,23.0145,23.0145,2,1,1,1,0.5,0.5,2,14,2,1,20,0.519470899,1,3
child labor,pekerja anak,17,275.155,16.18558824,10.3,31,1.823529412,2,2,0.117647059,0,2,11,17,8,1,2.411764706,14.52941176,4,3,17,2.675698135,4,58.306,14.5765,8.8545,8,2,2,0,0,0,2,12,4,0,11,0.282828283,3,5
emotionally draining,melelahkan secara emosional,16,346.679,21.6674375,19.894,27,1.6875,2,2,0.125,0,2,20,16,8,2,2.4375,18.5,8,2,14,2.375,2,30.679,15.3395,15.3395,3,1.5,1.5,0,0,0,3,27,2,0,21,0.531257015,3,5
victims lost,korban hilang/kehilangan,14,170.209,12.15778571,8.4435,27,1.928571429,2,0,0,0,2,12,14,5,1,2.071428571,14.64285714,10,2,13,1.43454914,1,8.252,8.252,8.252,2,2,2,0,0,0,2,24,1,0,22,0.416666667,3,3
homes inundated,rumah terendam banjir,11,285.931,25.99372727,23.136,17,1.545454545,2,3,0.272727273,0,2,15,11,9,1,2.454545455,17.63636364,2,2,14,3.095795255,2,83.03,41.515,41.515,4,2,2,0,0,0,3,21,2,0,16,0.600865801,3,5
coping capacity,kapasitas suatu pemulihan,20,457.287,22.86435,21.9855,28,1.4,1.5,7,0.35,0,2,15,20,11,2,2.1,19.85,8,2,20,2.88418372,1,23.162,23.162,23.162,0,0,0,1,1,1,3,25,1,0,19,0.451111111,3,1
sheltering,memberi tempat perlindungan,16,244.369,15.2730625,13.2775,23,1.4375,2,5,0.3125,0,1,10,16,10,1,1.3125,11.375,7,1,10,2.771782222,1,19.123,19.123,19.123,2,2,2,0,0,0,3,27,1,0,20,0.496296296,2,5
supplies,barang kebutuhan,18,279.678,15.53766667,12.2315,30,1.666666667,2,3,0.166666667,0,1,8,18,8,1,1.166666667,10.77777778,9,1,10,2.320802084,1,22.987,22.987,22.987,2,2,2,0,0,0,2,16,1,0,15,0.395833333,3,5
debris management,pengelolaan reruntuhan,14,374.11,26.72214286,19.737,23,1.642857143,2,3,0.214285714,0,2,17,14,9,2,2,18.5,4,2,18,2.896291529,1,42.189,42.189,42.189,2,2,2,0,0,0,2,22,1,0,16,0.594474153,3,4
waste management,pengelolahan sampah,12,290.926,24.24383333,14.489,22,1.833333333,2,0,0,0,2,16,12,6,1,2,17.5,5,2,18,2.221251836,1,11.241,11.241,11.241,1,1,1,0,0,0,2,19,1,0,15,0.58377193,3,5
feedback mechanism,sistem tanggapan,18,391.477,21.74872222,15.242,32,1.777777778,2,1,0.055555556,0,2,18,18,6,2,2.777777778,20.22222222,11,3,21,1.791667484,1,7.235,7.235,7.235,1,1,1,0,0,0,2,16,1,0,17,0.458333333,2,4
global clusters,pengelompokkan global,13,267.396,20.56892308,9.543,23,1.769230769,2,0,0,0,2,15,13,8,2,2,16.15384615,5,2,15,2.653544297,1,9.559,9.559,9.559,2,2,2,0,0,0,2,21,1,0,17,0.457142857,1,5
local action,aksi lokal,15,182.212,12.14746667,8.063,25,1.666666667,2,0,0,0,2,12,15,3,2,2,11,12,2,10,0.905587262,12,147.954,12.3295,9.3435,21,1.75,2,0,0,0,2,10,12,1,11,0.533333333,3,5
disaster relief efforts,upaya pertolongan pada bencana,20,493.955,24.69775,19.8105,38,1.9,2,0,0,0,3,23,20,10,3,3.2,24.65,8,3,21,2.78418372,1,30.018,30.018,30.018,2,2,2,0,0,0,4,30,1,0,26,0.489694042,3,5
basic facilities,fasilitas dasar,18,154.829,8.601611111,7.67,33,1.833333333,2,1,0.055555556,0,2,16,18,4,2,2,14.61111111,15,2,15,0.914182838,15,134.982,8.9988,8.006,27,1.8,2,1,0.066666667,0,2,15,15,1,12,0.597222222,3,5
death toll,korban meninggal,10,250.961,25.0961,22.349,17,1.7,2,1,0.1,0,2,10,10,5,0,2.2,14.2,5,2,12,1.960964047,2,61.623,30.8115,30.8115,3,1.5,1.5,0,0,0,2,16,2,0,14,0.5375,3,4
gratitude,rasa terima kasih,17,257.294,15.13494118,12.917,28,1.647058824,2,1,0.058823529,0,1,9,17,7,1,2.117647059,12.94117647,5,3,17,2.536608254,5,69.46,13.892,9.785,8,1.6,2,0,0,0,3,17,5,1,14,0.549891068,3,5
technological hazard,serangan teknologi,17,350.371,20.61005882,7.777,32,1.882352941,2,2,0.117647059,0,2,20,17,9,2,2.294117647,18.35294118,9,2,16,2.584962501,1,13.345,13.345,13.345,2,2,2,0,0,0,2,18,1,0,18,0.568855219,2,2
utilities,utilitas,14,264.247,18.87478571,13.783,26,1.857142857,2,0,0,0,1,9,14,7,1,1,9.285714286,5,1,9,2.54952346,1,8.911,8.911,8.911,2,2,2,0,0,0,1,8,1,0,2,0.884259259,2,5
monetary donations,donasi berupa uang,21,382.104,18.19542857,14.409,38,1.80952381,2,1,0.047619048,0,2,18,21,10,2,2.380952381,16.33333333,5,2,14,3.064969662,3,34.55,11.51666667,12.612,6,2,2,0,0,0,3,18,3,0,14,0.50462963,3,5
allows,memperbolehkan,16,213.037,13.3148125,7.2715,30,1.875,2,1,0.0625,0,1,6,16,6,1,1,11.75,7,1,11,2.146782222,4,88.792,22.198,13.9075,8,2,2,0,0,0,1,14,4,0,13,0.325396825,3,5
disaster information,informasi bencana,20,190.52,9.526,7.761,33,1.65,2,1,0.05,0,2,20,20,6,2,2.15,18.15,15,2,17,1.391760148,15,126.818,8.454533333,8.171,27,1.8,2,0,0,0,2,17,15,1,17,0.676696833,3,4
restoration of disrupted livelihood,pemulihan kehidupan yang terganggu,14,501.495,35.82107143,31.5885,25,1.785714286,2,1,0.071428571,0,4,35,14,9,3,4.642857143,39.28571429,6,5,41,2.69951385,1,11.951,11.951,11.951,2,2,2,0,0,0,4,34,1,0,31,0.512138189,3,5
ocean wave barriers,penghalang ombak,14,373.576,26.684,25.8125,27,1.928571429,2,1,0.071428571,0,3,19,14,9,1,2.928571429,21.35714286,5,3,23,2.835237745,1,28.223,28.223,28.223,2,2,2,0,0,0,2,16,1,0,16,0.506735589,3,5
prayers involved,doa yang dilibatkan,10,322.211,32.2211,22.673,14,1.4,1,3,0.3,0,2,16,10,10,1,2.5,16.2,1,2,16,3.321928095,1,22.64,22.64,22.64,1,1,1,0,0,0,3,19,1,0,15,0.459116541,1,3
functioning toilet,fungsi kamar mandi,17,412.27,24.25117647,11.769,26,1.529411765,2,7,0.411764706,0,2,18,17,9,1,2.823529412,19.76470588,9,3,21,2.409267252,1,14.401,14.401,14.401,1,1,1,1,1,1,3,18,1,0,14,0.546296296,3,1
cluster coordination systems,sistem kordinasi kelompok,20,457.06,22.853,16.7335,31,1.55,2,5,0.25,0,3,28,20,9,3,2.9,25.7,6,3,26,2.891851946,1,17.605,17.605,17.605,2,2,2,0,0,0,3,25,1,0,17,0.664341737,3,5
labour productivity,produktifitas pekerja,19,350.859,18.46626316,12.818,32,1.684210526,2,1,0.052631579,0,2,19,19,7,1,2.578947368,23.47368421,10,3,26,2.144023911,1,4.647,4.647,4.647,2,2,2,0,0,0,2,21,1,0,19,0.534168755,3,5
nutrition-monitoring equipment,peralatan monitoring gizi,15,400.473,26.6982,20.75,21,1.4,1,5,0.333333333,0,2,30,15,12,2,3.066666667,27.4,3,3,28,3.456564762,1,42.225,42.225,42.225,1,1,1,1,1,1,3,25,1,0,17,0.599444444,3,5
the patterns of population,tanda tanda populasi,15,236.492,15.76613333,11.321,26,1.733333333,2,3,0.2,0,4,26,15,5,2,2.266666667,15.53333333,9,2,13,1.738268928,1,20.2,20.2,20.2,1,1,1,1,1,1,3,20,1,0,14,0.674725275,3,1
hydrometeorological,hidrometeorologikal,11,196.484,17.86218182,14.681,16,1.454545455,2,3,0.272727273,0,1,19,11,5,1,1.090909091,16.81818182,5,1,17,1.971747257,1,20.982,20.982,20.982,1,1,1,0,0,0,1,19,1,0,2,0.929824561,3,5
lost revenue,kehilangan pendapatan,15,327.524,21.83493333,19.852,22,1.466666667,2,4,0.266666667,0,2,12,15,7,1,2.066666667,19.4,9,2,21,2.004935595,9,183.697,20.41077778,19.852,16,1.777777778,2,0,0,0,2,21,9,1,18,0.418253968,3,3
tropical cyclones,badai tropis,15,409.641,27.3094,12.749,27,1.8,2,1,0.066666667,0,2,17,15,7,2,2.6,16.13333333,4,2,13,2.606238929,3,109.807,36.60233333,31.788,6,2,2,0,0,0,2,12,3,0,13,0.587418301,,5
category,jenis,25,180.045,7.2018,6.585,45,1.8,2,0,0,0,1,8,25,3,1,1,7.88,23,1,8,0.48217919,1,3.866,3.866,3.866,1,1,1,0,0,0,1,5,1,0,7,0.441666667,3,5
Appropriate treatment,pengobatan yang layak,17,277.331,16.31358824,13.247,34,2,2,1,0.058823529,0,2,21,17,13,2,2.941176471,20.29411765,3,3,20,,1,30.382,30.382,30.382,2,2,2,0,0,0,3,21,1,0,19,0.582010582,,5
dealing hurricane,mengurusi badai,10,339.081,33.9081,23.0185,18,1.8,2,1,0.1,0,2,17,10,7,2,2.3,17.3,4,2,16,2.732158891,1,39.024,39.024,39.024,2,2,2,0,0,0,2,15,1,0,13,0.561655773,1,2
clearance of mines,pembersihan pertambangan,21,508.655,24.22166667,20.132,34,1.619047619,2,6,0.285714286,0,3,18,21,12,1,2.19047619,19.04761905,8,2,19,3.058984089,1,7.437,7.437,7.437,2,2,2,0,0,0,2,24,1,0,19,0.583333333,1,5
infrastructure,sarana,17,312.534,18.38435294,7.272,31,1.823529412,2,1,0.058823529,0,1,14,17,5,1,1.058823529,12.29411765,13,1,13,1.257714822,1,8.245,8.245,8.245,2,2,2,0,0,0,1,6,1,0,12,0.484126984,3,5
the labour market,pasar tenaga kerja,20,373.444,18.6722,9.588,36,1.8,2,2,0.1,0,3,17,20,6,0,2.65,16.35,14,3,18,1.556779649,14,291.503,20.82164286,9.341,28,2,2,0,0,0,3,18,14,1,16,0.581263617,3,5
macroeconomic impacts,dampak ekonomi makro,16,197.648,12.353,11.74,30,1.875,2,1,0.0625,0,2,21,16,6,2,2.6875,19.8125,6,2,19,2.233458593,3,33.713,11.23766667,10.841,5,1.666666667,2,0,0,0,3,20,3,0,13,0.60036075,2,5
cautionary,yang memperingatkan,16,425.447,26.5904375,18.6965,24,1.5,1.5,4,0.25,0,1,10,16,8,1,1.3125,10.875,6,1,9,2.608458593,1,78.497,78.497,78.497,1,1,1,1,1,1,2,19,1,0,16,0.454385965,3,5
freshwater,"air segar, air murni, air alami",18,238.318,13.23988889,7.635,34,1.888888889,2,1,0.055555556,0,1,10,18,5,1,2.277777778,10.77777778,8,2,9,1.927451225,1,6.929,6.929,6.929,1,1,1,1,1,1,6,31,1,0,27,0.487096774,1,3
condolences,duka cita,16,224.386,14.024125,10.1055,29,1.8125,2,0,0,0,1,11,16,7,1,1.5625,10.8125,8,2,13,2.25,1,6.84,6.84,6.84,1,1,1,0,0,0,2,9,1,0,10,0.468013468,3,5
Malaysia,malaysia,19,221.578,11.662,7.963,38,2,2,0,0,0,1,8,19,3,0,1.157894737,8.947368421,16,1,8,,16,193.35,12.084375,7.447,32,2,2,0,0,0,1,8,16,1,0,1,,5
empower,memberdayakan,19,312.52,16.44842105,10.106,34,1.789473684,2,2,0.105263158,0,1,7,19,7,1,1.052631579,11.78947368,12,1,13,1.878477513,12,171.285,14.27375,10.724,23,1.916666667,2,0,0,0,1,13,12,1,11,0.543040293,3,5
subliminal message,pesan subliminal,14,554.666,39.619,27.4385,22,1.571428571,2,4,0.285714286,0,2,18,14,7,1,2.714285714,17.71428571,5,2,16,2.406666317,5,189.41,37.882,22.157,8,1.6,2,1,0.2,0,2,16,5,1,14,0.691061254,3,5
deepens death,duka cita mendalam,12,215.142,17.9285,16.104,20,1.666666667,2,2,0.166666667,0,2,13,12,7,1,2.25,21.16666667,5,2,20,2.450825795,1,30.667,30.667,30.667,1,1,1,1,1,1,3,18,1,0,14,0.499593,1,3
sexual and reproductive health,kesehatan seksual dan reproduksi,14,229.209,16.37207143,15.7155,28,2,2,0,0,0,4,30,14,3,2,4,31.35714286,9,4,32,1.287054028,9,146.175,16.24166667,15.861,18,2,2,0,0,0,4,32,9,1,25,0.669051932,3,5
disaster risk reduction,pengurangan risiko kerusakan,22,365.533,16.61513636,16.436,36,1.636363636,2,3,0.136363636,0,3,23,22,8,2,2.954545455,25.63636364,8,3,26,2.277613437,1,14.072,14.072,14.072,0,0,0,1,1,1,3,28,1,0,18,0.630693582,3,3
